split,sample_id,image_path,mask_path,has_defect,width,height,positive_mask_pixels,defect_fraction
train,train-10165,data/extracted/KolektorSDD2/train/10165.png,data/extracted/KolektorSDD2/train/10165_GT.png,False,231,639,0,0.0
train,train-10166,data/extracted/KolektorSDD2/train/10166.png,data/extracted/KolektorSDD2/train/10166_GT.png,False,231,636,0,0.0
train,train-10167,data/extracted/KolektorSDD2/train/10167.png,data/extracted/KolektorSDD2/train/10167_GT.png,False,229,655,0,0.0
train,train-10168,data/extracted/KolektorSDD2/train/10168.png,data/extracted/KolektorSDD2/train/10168_GT.png,False,228,632,0,0.0
train,train-10169,data/extracted/KolektorSDD2/train/10169.png,data/extracted/KolektorSDD2/train/10169_GT.png,False,230,639,0,0.0
train,train-10170,data/extracted/KolektorSDD2/train/10170.png,data/extracted/KolektorSDD2/train/10170_GT.png,False,229,631,0,0.0
train,train-10171,data/extracted/KolektorSDD2/train/10171.png,data/extracted/KolektorSDD2/train/10171_GT.png,False,226,641,0,0.0
train,train-10172,data/extracted/KolektorSDD2/train/10172.png,data/extracted/KolektorSDD2/train/10172_GT.png,False,229,648,0,0.0
train,train-10173,data/extracted/KolektorSDD2/train/10173.png,data/extracted/KolektorSDD2/train/10173_GT.png,False,233,633,0,0.0
train,train-10174,data/extracted/KolektorSDD2/train/10174.png,data/extracted/KolektorSDD2/train/10174_GT.png,False,228,647,0,0.0
train,train-10175,data/extracted/KolektorSDD2/train/10175.png,data/extracted/KolektorSDD2/train/10175_GT.png,False,229,639,0,0.0
train,train-10176,data/extracted/KolektorSDD2/train/10176.png,data/extracted/KolektorSDD2/train/10176_GT.png,False,229,638,0,0.0
train,train-10177,data/extracted/KolektorSDD2/train/10177.png,data/extracted/KolektorSDD2/train/10177_GT.png,False,230,636,0,0.0
train,train-10178,data/extracted/KolektorSDD2/train/10178.png,data/extracted/KolektorSDD2/train/10178_GT.png,False,229,632,0,0.0
train,train-10179,data/extracted/KolektorSDD2/train/10179.png,data/extracted/KolektorSDD2/train/10179_GT.png,False,230,635,0,0.0
train,train-10180,data/extracted/KolektorSDD2/train/10180.png,data/extracted/KolektorSDD2/train/10180_GT.png,False,231,638,0,0.0
train,train-10181,data/extracted/KolektorSDD2/train/10181.png,data/extracted/KolektorSDD2/train/10181_GT.png,False,233,634,0,0.0
train,train-10182,data/extracted/KolektorSDD2/train/10182.png,data/extracted/KolektorSDD2/train/10182_GT.png,False,230,640,0,0.0
train,train-10183,data/extracted/KolektorSDD2/train/10183.png,data/extracted/KolektorSDD2/train/10183_GT.png,False,229,643,0,0.0
train,train-10184,data/extracted/KolektorSDD2/train/10184.png,data/extracted/KolektorSDD2/train/10184_GT.png,False,232,631,0,0.0
train,train-10185,data/extracted/KolektorSDD2/train/10185.png,data/extracted/KolektorSDD2/train/10185_GT.png,False,229,644,0,0.0
train,train-10186,data/extracted/KolektorSDD2/train/10186.png,data/extracted/KolektorSDD2/train/10186_GT.png,False,233,644,0,0.0
train,train-10187,data/extracted/KolektorSDD2/train/10187.png,data/extracted/KolektorSDD2/train/10187_GT.png,False,229,628,0,0.0
train,train-10188,data/extracted/KolektorSDD2/train/10188.png,data/extracted/KolektorSDD2/train/10188_GT.png,False,232,640,0,0.0
train,train-10189,data/extracted/KolektorSDD2/train/10189.png,data/extracted/KolektorSDD2/train/10189_GT.png,False,231,642,0,0.0
train,train-10190,data/extracted/KolektorSDD2/train/10190.png,data/extracted/KolektorSDD2/train/10190_GT.png,False,231,635,0,0.0
train,train-10191,data/extracted/KolektorSDD2/train/10191.png,data/extracted/KolektorSDD2/train/10191_GT.png,False,229,645,0,0.0
train,train-10192,data/extracted/KolektorSDD2/train/10192.png,data/extracted/KolektorSDD2/train/10192_GT.png,False,228,636,0,0.0
train,train-10193,data/extracted/KolektorSDD2/train/10193.png,data/extracted/KolektorSDD2/train/10193_GT.png,False,230,648,0,0.0
train,train-10194,data/extracted/KolektorSDD2/train/10194.png,data/extracted/KolektorSDD2/train/10194_GT.png,False,229,636,0,0.0
train,train-10195,data/extracted/KolektorSDD2/train/10195.png,data/extracted/KolektorSDD2/train/10195_GT.png,False,229,627,0,0.0
train,train-10196,data/extracted/KolektorSDD2/train/10196.png,data/extracted/KolektorSDD2/train/10196_GT.png,False,231,637,0,0.0
train,train-10197,data/extracted/KolektorSDD2/train/10197.png,data/extracted/KolektorSDD2/train/10197_GT.png,False,228,635,0,0.0
train,train-10198,data/extracted/KolektorSDD2/train/10198.png,data/extracted/KolektorSDD2/train/10198_GT.png,False,231,637,0,0.0
train,train-10199,data/extracted/KolektorSDD2/train/10199.png,data/extracted/KolektorSDD2/train/10199_GT.png,False,230,628,0,0.0
train,train-10200,data/extracted/KolektorSDD2/train/10200.png,data/extracted/KolektorSDD2/train/10200_GT.png,False,229,634,0,0.0
train,train-10201,data/extracted/KolektorSDD2/train/10201.png,data/extracted/KolektorSDD2/train/10201_GT.png,True,229,639,9025,0.06167524311321593
train,train-10202,data/extracted/KolektorSDD2/train/10202.png,data/extracted/KolektorSDD2/train/10202_GT.png,False,229,625,0,0.0
train,train-10203,data/extracted/KolektorSDD2/train/10203.png,data/extracted/KolektorSDD2/train/10203_GT.png,False,229,633,0,0.0
train,train-10204,data/extracted/KolektorSDD2/train/10204.png,data/extracted/KolektorSDD2/train/10204_GT.png,False,229,638,0,0.0
train,train-10205,data/extracted/KolektorSDD2/train/10205.png,data/extracted/KolektorSDD2/train/10205_GT.png,False,231,642,0,0.0
train,train-10206,data/extracted/KolektorSDD2/train/10206.png,data/extracted/KolektorSDD2/train/10206_GT.png,True,231,641,7758,0.052393784063050834
train,train-10207,data/extracted/KolektorSDD2/train/10207.png,data/extracted/KolektorSDD2/train/10207_GT.png,False,231,633,0,0.0
train,train-10208,data/extracted/KolektorSDD2/train/10208.png,data/extracted/KolektorSDD2/train/10208_GT.png,True,228,627,4451,0.03113545426564817
