sample_id,official_split,development_split,image_path,mask_path,has_defect,image_sha256
train-10086,train,train,data/extracted/KolektorSDD2/train/10086.png,data/extracted/KolektorSDD2/train/10086_GT.png,False,d76dbc416c322eef39428f7af50e5f9829704619521f92b197662ca5cbbd51af
train-10087,train,train,data/extracted/KolektorSDD2/train/10087.png,data/extracted/KolektorSDD2/train/10087_GT.png,False,40c7ebb4cc6a1bbdb024c27913dcd260a53e50f2769bb81d30554bf9c186a947
train-10088,train,train,data/extracted/KolektorSDD2/train/10088.png,data/extracted/KolektorSDD2/train/10088_GT.png,False,85ea27a39d676904d9d3acba99a0daa00c50ede5c946354bcd3b643d059e0d09
train-10089,train,train,data/extracted/KolektorSDD2/train/10089.png,data/extracted/KolektorSDD2/train/10089_GT.png,False,522c5b66d594f1d0612de28cd59858e75a57665a18251a650b51b816b558f381
train-10090,train,train,data/extracted/KolektorSDD2/train/10090.png,data/extracted/KolektorSDD2/train/10090_GT.png,True,46c46568c115987c68e844f382874d01e92237730b9e4ac008a5358ccbc84040
train-10091,train,train,data/extracted/KolektorSDD2/train/10091.png,data/extracted/KolektorSDD2/train/10091_GT.png,False,310a810ec5a6f7afccce569b683d6b2c581f684fc3ec2ab754d5774f8622167d
train-10092,train,train,data/extracted/KolektorSDD2/train/10092.png,data/extracted/KolektorSDD2/train/10092_GT.png,False,0477a066975ead65f5afb848bea0619f79b479e0f85e18bb7b26ca5253cab5cc
train-10093,train,train,data/extracted/KolektorSDD2/train/10093.png,data/extracted/KolektorSDD2/train/10093_GT.png,False,a2d2f4dfa28882c0862d59ecbfd19dc93635fb38ab28678264f12377509cc182
train-10094,train,train,data/extracted/KolektorSDD2/train/10094.png,data/extracted/KolektorSDD2/train/10094_GT.png,False,ad91219116b82f8a1368670983d1f6fa16406d7d637cebddefa2b399a3082ea5
train-10095,train,train,data/extracted/KolektorSDD2/train/10095.png,data/extracted/KolektorSDD2/train/10095_GT.png,False,145a4aa4483089f4a942f70f16a35d5e9f80a189491d0e87bbec3e43506600c4
train-10096,train,train,data/extracted/KolektorSDD2/train/10096.png,data/extracted/KolektorSDD2/train/10096_GT.png,False,2f89427f579723c5675705239a24d5ede47738961fff127d1a43e1efda732daa
train-10097,train,train,data/extracted/KolektorSDD2/train/10097.png,data/extracted/KolektorSDD2/train/10097_GT.png,False,da4a312b9faaa8b519beb41d9fed1e98617ea85ae3cbcef327af61907bdce433
train-10098,train,train,data/extracted/KolektorSDD2/train/10098.png,data/extracted/KolektorSDD2/train/10098_GT.png,False,57b7bb7abb5530bd2147938d82108caa94b22ac2a4716a436dc2f18bd44e1342
train-10099,train,train,data/extracted/KolektorSDD2/train/10099.png,data/extracted/KolektorSDD2/train/10099_GT.png,False,5ab67db1bd3fc2910eb7c9594f27c6d1526ab21e1350556b6ec27f271c6a65e7
train-10100,train,train,data/extracted/KolektorSDD2/train/10100.png,data/extracted/KolektorSDD2/train/10100_GT.png,False,b3a50f4bbc053efc7533a8de30e0836e998ced52c6cffe354e490b9071de5831
train-10101,train,train,data/extracted/KolektorSDD2/train/10101.png,data/extracted/KolektorSDD2/train/10101_GT.png,False,74f2dce73f414b56e4548f1e34b84cd2fbc5bbbbe258c9a57776c94ce1bc4f48
train-10102,train,validation,data/extracted/KolektorSDD2/train/10102.png,data/extracted/KolektorSDD2/train/10102_GT.png,False,22e74397da598cc93dbc80a5d2006f819a6f857ea752fcf397ae38287e5d1e92
train-10103,train,train,data/extracted/KolektorSDD2/train/10103.png,data/extracted/KolektorSDD2/train/10103_GT.png,False,76d2e7def3cb0c4b424f8488a88fef3850857dc29a26f35a6073d67a571d2660
train-10104,train,train,data/extracted/KolektorSDD2/train/10104.png,data/extracted/KolektorSDD2/train/10104_GT.png,False,ca0124a0f650a88aedb1e8625b10cac1ddfcc129977e15411cc1e2f52bdb7d82
train-10105,train,train,data/extracted/KolektorSDD2/train/10105.png,data/extracted/KolektorSDD2/train/10105_GT.png,False,6a436b41b4cf5917db51b45e0ee73616d9b8bfed4074fd67d8ebda6e8b2cbee0
train-10106,train,train,data/extracted/KolektorSDD2/train/10106.png,data/extracted/KolektorSDD2/train/10106_GT.png,False,0c974308364ff19a15ce3710222aeca0f403b14f2e0b9824bf4558b44e7ad9d5
train-10107,train,train,data/extracted/KolektorSDD2/train/10107.png,data/extracted/KolektorSDD2/train/10107_GT.png,False,bb5a9201fc0dedbb0c937fb01e4d0dd6891d3ee559055bdf6f4038641c9575a9
train-10108,train,train,data/extracted/KolektorSDD2/train/10108.png,data/extracted/KolektorSDD2/train/10108_GT.png,False,969c8767975bca9e9b1eb6ec9cc9c8f4102083f2a28367a363bc4bdf94cc3d85
train-10109,train,validation,data/extracted/KolektorSDD2/train/10109.png,data/extracted/KolektorSDD2/train/10109_GT.png,False,ffb59378404527e76c618cad2db15a413dfa5b302cd08391033a1f9b5e3104fa
train-10110,train,train,data/extracted/KolektorSDD2/train/10110.png,data/extracted/KolektorSDD2/train/10110_GT.png,False,c998abf9336d02a340195c0cbac136c269baa97d7e0a37e59a5811969910f056
train-10111,train,train,data/extracted/KolektorSDD2/train/10111.png,data/extracted/KolektorSDD2/train/10111_GT.png,False,d91b26bc3fcb68d2b1c9c33f72f58d933340dd137a4e2abf5e96fe4786b903a5
train-10112,train,train,data/extracted/KolektorSDD2/train/10112.png,data/extracted/KolektorSDD2/train/10112_GT.png,False,fb2d1beefda934b7e3eef19490e53aa66c356f4304967dcdde817043306a0e8f
train-10113,train,train,data/extracted/KolektorSDD2/train/10113.png,data/extracted/KolektorSDD2/train/10113_GT.png,False,3b95adfe757c717b20ae2c1e8a6f9773cd8d00633ee9fb59f439bfc4511c7d1f
train-10114,train,train,data/extracted/KolektorSDD2/train/10114.png,data/extracted/KolektorSDD2/train/10114_GT.png,False,a22ea3eeeb43a00831a8d27d16679d9115239609a5283a0298531c238685c526
train-10115,train,train,data/extracted/KolektorSDD2/train/10115.png,data/extracted/KolektorSDD2/train/10115_GT.png,False,6a5cf667ffc5fd118b0c048b189e2bd0c2eabf738918e1698b052d054723ccf5
train-10116,train,validation,data/extracted/KolektorSDD2/train/10116.png,data/extracted/KolektorSDD2/train/10116_GT.png,False,8d6e14f98701eeaea5cc6a623b1060d4a7e396f2fbf6585007716a9d42a6145f
train-10117,train,train,data/extracted/KolektorSDD2/train/10117.png,data/extracted/KolektorSDD2/train/10117_GT.png,False,293bf9e5a2a2755125769c1eae2a0d63aaf8e24d84b453d20dfa26a2937742bf
train-10118,train,train,data/extracted/KolektorSDD2/train/10118.png,data/extracted/KolektorSDD2/train/10118_GT.png,False,37a5a3018ceda50ade25a8a9b2e5de4ae17ca1cc744a056c80f758fec171d13c
train-10119,train,train,data/extracted/KolektorSDD2/train/10119.png,data/extracted/KolektorSDD2/train/10119_GT.png,False,851d846cd961761788e03d9d4d3565f9bc278d811b8e54a05e1c5054b71319ec
train-10120,train,train,data/extracted/KolektorSDD2/train/10120.png,data/extracted/KolektorSDD2/train/10120_GT.png,False,67c5cc3866272fb9e53e8bca37af96c630ad011d5a7c440980716a81a484bfd0
train-10121,train,train,data/extracted/KolektorSDD2/train/10121.png,data/extracted/KolektorSDD2/train/10121_GT.png,False,a2789c51b09de152843c06576ac257c1bdf1a9a917a63863c2ce4928c654950e
train-10122,train,train,data/extracted/KolektorSDD2/train/10122.png,data/extracted/KolektorSDD2/train/10122_GT.png,False,5e5086776683d8703c473f6b95893e49e3d2dbc7eb75a28a37c2fac8a5986b59
train-10123,train,train,data/extracted/KolektorSDD2/train/10123.png,data/extracted/KolektorSDD2/train/10123_GT.png,False,037b5867d7e8aaaa7b95fda4280118114dbe37db3f0a185f8f612085d147d9b7
train-10124,train,train,data/extracted/KolektorSDD2/train/10124.png,data/extracted/KolektorSDD2/train/10124_GT.png,False,ac38f9ffd76e1bf27df4deca70e312835a6a54ca6b209e5992173864eb9ac37d
train-10125,train,validation,data/extracted/KolektorSDD2/train/10125.png,data/extracted/KolektorSDD2/train/10125_GT.png,False,615976ae4a324bec6c00a7b19dec9467e41f2aabcf673d23a54987c3321776eb
train-10126,train,validation,data/extracted/KolektorSDD2/train/10126.png,data/extracted/KolektorSDD2/train/10126_GT.png,False,adbe48f994e1f5c06ba49a097860b272acee2069c91ce31dbf11bbe7f2150617
train-10127,train,train,data/extracted/KolektorSDD2/train/10127.png,data/extracted/KolektorSDD2/train/10127_GT.png,False,f5d879647bfa1e14899f9d75f5ff5cc70a940023ad5b1b1929720db77e0049cd
train-10128,train,train,data/extracted/KolektorSDD2/train/10128.png,data/extracted/KolektorSDD2/train/10128_GT.png,False,06582c59f90f6bf6b5fd79f4c2f90ad906ba01f64f01c33885c94e771d48e293
train-10129,train,validation,data/extracted/KolektorSDD2/train/10129.png,data/extracted/KolektorSDD2/train/10129_GT.png,False,73e4d5e054d1fc47f50f9896d491df725c4abf7528e42f4817e7f6ce6339ce41
train-10130,train,validation,data/extracted/KolektorSDD2/train/10130.png,data/extracted/KolektorSDD2/train/10130_GT.png,False,31ae7cbc5ffd02e86c9b7eff34e38c3402c77a269b479f72285565756a469477
train-10131,train,train,data/extracted/KolektorSDD2/train/10131.png,data/extracted/KolektorSDD2/train/10131_GT.png,False,916294d021a6678ab715927f6b3dc6df82aeea45d4889e958a77ccafb3f94e34
train-10132,train,train,data/extracted/KolektorSDD2/train/10132.png,data/extracted/KolektorSDD2/train/10132_GT.png,False,4b234ff5676863914470b0fe752cf5babe3c715dda89377300bfe24c8ec7f6ca
train-10133,train,train,data/extracted/KolektorSDD2/train/10133.png,data/extracted/KolektorSDD2/train/10133_GT.png,False,7851485c4f51353ed44697d4762507fbab51a01d12a2c40628a40c3da803a569
train-10134,train,validation,data/extracted/KolektorSDD2/train/10134.png,data/extracted/KolektorSDD2/train/10134_GT.png,False,9eaf99e10bde92deab4ca14140cf1c0d6d42412b9b527ae8a8db5ad69e486312
train-10135,train,train,data/extracted/KolektorSDD2/train/10135.png,data/extracted/KolektorSDD2/train/10135_GT.png,True,6bbef9fe4f697b9ad41736ad1220868f58d99545a865157a98a4acc78a1f0bc5
train-10136,train,train,data/extracted/KolektorSDD2/train/10136.png,data/extracted/KolektorSDD2/train/10136_GT.png,False,523954eb665978ee388728f3c39ee99cd3c12eceaa9470dac997ddb49d7381d2
