sample_id,index,has_defect,dice,true_positive_pixels,false_positive_pixels,false_negative_pixels,predicted_pixels,valid_pixels,predicted_fraction,image_probability
train-10210,39,0,1.0,0,0,0,0,147840,0.0,2.6633117613528157e-06
train-10215,40,0,1.0,0,0,0,0,145644,0.0,7.934496011330339e-07
train-10219,41,0,1.0,0,0,0,0,145692,0.0,1.093022660825227e-06
train-10224,42,0,1.0,0,0,0,0,146331,0.0,5.04347383412096e-07
train-10225,43,0,1.0,0,0,0,0,145873,0.0,9.349120091428631e-07
train-10226,44,0,1.0,0,0,0,0,148580,0.0,1.2098656725356705e-06
train-10236,45,0,1.0,0,0,0,0,145008,0.0,1.051149638442439e-06
train-10248,46,0,1.0,0,0,0,0,148120,0.0,1.0188092574026086e-06
train-10256,47,0,1.0,0,0,0,0,142329,0.0,1.4255698488341295e-06
train-10265,48,0,1.0,0,0,0,0,143060,0.0,1.6153819615283282e-06
train-10268,49,0,1.0,0,0,0,0,148810,0.0,9.874637498796801e-07
train-10271,50,0,1.0,0,0,0,0,145360,0.0,7.690377969993278e-07
train-10274,51,0,1.0,0,0,0,0,145415,0.0,1.1818392522400245e-06
train-10277,52,0,1.0,0,0,0,0,145360,0.0,5.004225158700137e-07
train-10284,53,0,1.0,0,0,0,0,137172,0.0,1.11894303245208e-06
train-10286,54,0,1.0,0,0,0,0,146148,0.0,1.5656819414289203e-06
train-10288,55,0,1.0,0,0,0,0,142832,0.0,1.0267999641655479e-06
train-10294,56,0,1.0,0,0,0,0,141928,0.0,8.315279842463497e-07
train-10298,57,0,1.0,0,0,0,0,144499,0.0,7.571149467366922e-07
train-10309,58,1,0.0,0,0,43011,0,144145,0.0,2.1737328097515274e-06
train-10314,59,0,1.0,0,0,0,0,147552,0.0,1.1277188605163246e-06
train-10322,60,0,1.0,0,0,0,0,146050,0.0,9.952085520126275e-07
train-10333,61,0,1.0,0,0,0,0,145464,0.0,1.7741496094458853e-06
train-10336,62,0,1.0,0,0,0,0,144096,0.0,1.4939843140382436e-06
train-10344,63,1,0.0,0,0,1275,0,145820,0.0,1.0760769555417937e-06
train-10357,64,0,0.0,0,82,0,82,149872,0.000547133553966051,1.0
train-10358,65,0,1.0,0,0,0,0,144225,0.0,9.276364494326117e-07
train-10361,66,0,1.0,0,0,0,0,145873,0.0,1.1818392522400245e-06
train-10364,67,0,1.0,0,0,0,0,147186,0.0,1.2878952020400902e-06
train-10370,68,0,1.0,0,0,0,0,146740,0.0,1.034853198689234e-06
train-10375,69,0,1.0,0,0,0,0,144599,0.0,9.496346820014878e-07
train-10397,70,0,1.0,0,0,0,0,145360,0.0,1.4939843140382436e-06
train-10399,71,0,1.0,0,0,0,0,144728,0.0,1.191108481179981e-06
train-10408,72,0,1.0,0,0,0,0,146510,0.0,1.2289182222957606e-06
train-10410,73,0,1.0,0,0,0,0,145053,0.0,1.9183130461897235e-06
train-10411,74,0,1.0,0,0,0,0,141702,0.0,1.4255698488341295e-06
train-10415,75,0,1.0,0,0,0,0,143412,0.0,1.0108808510267409e-06
train-10423,76,1,0.6992225461613216,2878,2463,13,5341,147840,0.03612689393939394,1.0
train-10426,77,1,0.7704752275025278,1524,883,25,2407,146560,0.01642330786026201,1.0
train-10431,78,0,1.0,0,0,0,0,146331,0.0,1.1794826377808931e-06
train-10440,79,0,1.0,0,0,0,0,146188,0.0,7.376949042736669e-07
train-10441,80,0,1.0,0,0,0,0,150052,0.0,1.1002829296558048e-06
train-10443,81,0,1.0,0,0,0,0,147476,0.0,8.218082712119212e-07
train-10463,82,0,1.0,0,0,0,0,149526,0.0,1.7090234223360312e-06
train-10466,83,1,0.9056241426611797,3301,634,54,3935,140160,0.02807505707762557,1.0
train-10468,84,0,1.0,0,0,0,0,148654,0.0,9.349120091428631e-07
train-10473,85,0,1.0,0,0,0,0,130192,0.0,1.2289182222957606e-06
train-10477,86,0,1.0,0,0,0,0,147378,0.0,1.0677027830752195e-06
train-10496,87,0,1.0,0,0,0,0,146604,0.0,1.6028110394472606e-06
train-10499,88,1,0.8083408884859474,2229,626,431,2855,141264,0.0202103862272058,1.0
train-10528,89,0,1.0,0,0,0,0,145236,0.0,8.920422374103509e-07
train-10534,90,0,1.0,0,0,0,0,144499,0.0,7.07125479948445e-07
train-10537,91,0,1.0,0,0,0,0,144499,0.0,1.327103177573008e-06
train-10539,92,0,1.0,0,0,0,0,146624,0.0,1.093022660825227e-06
train-10544,93,0,1.0,0,0,0,0,144640,0.0,1.5057016753416974e-06
train-10547,94,0,1.0,0,0,0,0,145280,0.0,7.453770081156108e-07
train-10555,95,0,1.0,0,0,0,0,144499,0.0,9.721546803120873e-07
train-10557,96,1,0.7268993839835729,1416,1046,18,2462,142875,0.017231846019247595,1.0
train-10559,97,0,1.0,0,0,0,0,145415,0.0,1.118692239288066e-06
train-10562,98,0,1.0,0,0,0,0,144837,0.0,1.0642596635079826e-06
train-10563,99,0,1.0,0,0,0,0,145761,0.0,1.1184191635038587e-06
train-10598,100,0,1.0,0,0,0,0,143284,0.0,8.479155439999886e-07
train-10600,101,0,1.0,0,0,0,0,147955,0.0,7.774731329845963e-07
train-10601,102,0,1.0,0,0,0,0,147784,0.0,9.90254306998395e-07
train-10618,103,1,0.7965860597439545,1680,800,58,2480,145008,0.017102504689396447,1.0
train-10633,104,0,1.0,0,0,0,0,142425,0.0,1.1160389021824813e-06
train-10638,105,1,0.7748683845940704,5593,55,3195,5648,124032,0.045536635706914345,0.9999992847442627
train-10642,106,0,1.0,0,0,0,0,140850,0.0,5.542786993828486e-07
train-10644,107,0,1.0,0,0,0,0,150462,0.0,1.0956913456539041e-06
train-10650,108,0,1.0,0,0,0,0,147018,0.0,9.073541491488868e-07
train-10652,109,0,1.0,0,0,0,0,143550,0.0,1.0177304829994682e-06
train-10659,110,1,0.0,0,0,962,0,140267,0.0,1.2156102684457437e-06
train-10663,111,1,0.926923076923077,1687,264,2,1951,151680,0.012862605485232067,1.0
train-10669,112,0,1.0,0,0,0,0,147580,0.0,1.339199002359237e-06
train-10694,113,0,1.0,0,0,0,0,146510,0.0,9.645892760090646e-07
train-10697,114,0,1.0,0,0,0,0,146376,0.0,1.5057016753416974e-06
train-10702,115,0,1.0,0,0,0,0,151032,0.0,8.512471936228394e-07
train-10704,116,0,1.0,0,0,0,0,141975,0.0,4.53531242783356e-07
train-10707,117,1,0.0,0,0,749,0,148887,0.0,3.789511083596153e-06
train-10712,118,1,0.8748510131108462,5505,844,731,6349,145873,0.04352416142809156,0.9999998807907104
train-10713,119,0,1.0,0,0,0,0,147840,0.0,1.4596183746107272e-06
train-10728,120,0,1.0,0,0,0,0,149292,0.0,1.163516571978107e-06
train-10737,121,0,1.0,0,0,0,0,151984,0.0,1.5903377743597957e-06
train-10739,122,0,1.0,0,0,0,0,147934,0.0,1.5294129980247817e-06
train-10740,123,0,1.0,0,0,0,0,146280,0.0,1.0429696430946933e-06
train-10743,124,1,0.0,0,0,3959,0,145360,0.0,8.315279842463497e-07
train-10749,125,0,1.0,0,0,0,0,149919,0.0,1.2004504696960794e-06
train-10752,126,0,1.0,0,0,0,0,151164,0.0,1.11894303245208e-06
train-10756,127,1,0.0,0,0,3731,0,150518,0.0,8.463937774649821e-06
train-10762,128,0,1.0,0,0,0,0,150285,0.0,1.788064537322498e-06
train-10776,129,0,1.0,0,0,0,0,144957,0.0,9.874637498796801e-07
train-10785,130,0,1.0,0,0,0,0,142425,0.0,1.2004504696960794e-06
train-10789,131,0,1.0,0,0,0,0,152220,0.0,1.5903377743597957e-06
train-10804,132,0,1.0,0,0,0,0,143284,0.0,1.0267999641655479e-06
train-10819,133,0,1.0,0,0,0,0,146415,0.0,1.640820528336917e-06
train-10834,134,0,1.0,0,0,0,0,141250,0.0,1.4367506082635373e-06
train-10854,135,0,1.0,0,0,0,0,151575,0.0,9.276364494326117e-07
train-10863,136,0,1.0,0,0,0,0,142425,0.0,1.1102353028036305e-06
train-10880,137,0,1.0,0,0,0,0,142650,0.0,8.25057043130073e-07
train-10892,138,0,1.0,0,0,0,0,146223,0.0,8.646522928756895e-07
train-10910,139,0,1.0,0,0,0,0,147420,0.0,8.512471936228394e-07
train-10936,140,0,1.0,0,0,0,0,149695,0.0,2.5813706088229083e-06
train-10937,141,0,1.0,0,0,0,0,138924,0.0,8.380498002225067e-07
train-10960,142,0,1.0,0,0,0,0,140896,0.0,1.7195649206769303e-06
train-10963,143,0,1.0,0,0,0,0,144450,0.0,1.248270905307436e-06
train-10967,144,0,1.0,0,0,0,0,153164,0.0,6.179392926242144e-07
train-10973,145,0,1.0,0,0,0,0,147088,0.0,1.8020886045633233e-06
train-10976,146,0,1.0,0,0,0,0,149310,0.0,1.1102353028036305e-06
train-10979,147,0,1.0,0,0,0,0,145507,0.0,1.1544620974746067e-06
train-10987,148,0,1.0,0,0,0,0,138030,0.0,1.4823580158918048e-06
train-10988,149,0,1.0,0,0,0,0,148712,0.0,1.6536895373064908e-06
train-10996,150,0,1.0,0,0,0,0,147320,0.0,1.0188092574026086e-06
train-11003,151,1,0.0,0,0,3671,0,141344,0.0,1.550237271885635e-07
train-11005,152,0,1.0,0,0,0,0,147550,0.0,1.1818392522400245e-06
train-11013,153,0,1.0,0,0,0,0,143464,0.0,4.1163639252772555e-07
train-11018,154,0,1.0,0,0,0,0,147018,0.0,6.425552214750496e-07
train-11026,155,0,1.0,0,0,0,0,145008,0.0,8.315279842463497e-07
train-11028,156,0,1.0,0,0,0,0,148824,0.0,1.1811969216068974e-06
train-11051,157,0,1.0,0,0,0,0,150984,0.0,8.982569852378219e-07
train-11054,158,0,1.0,0,0,0,0,142240,0.0,1.477492901358346e-06
train-11061,159,1,0.7932875667429443,2600,1218,137,3818,147705,0.025848820283673538,1.0
train-11064,160,0,1.0,0,0,0,0,146324,0.0,1.163516571978107e-06
train-11083,161,0,1.0,0,0,0,0,151105,0.0,1.5294129980247817e-06
train-11085,162,0,1.0,0,0,0,0,153272,0.0,1.5903377743597957e-06
train-11087,163,0,1.0,0,0,0,0,146856,0.0,1.5175111229837057e-06
train-11102,164,0,1.0,0,0,0,0,136710,0.0,9.493240327174135e-07
train-11117,165,0,1.0,0,0,0,0,142667,0.0,2.6824527594726533e-06
train-11135,166,1,0.6626360338573156,1096,710,406,1806,143812,0.012558061914165716,1.0
train-11140,167,0,1.0,0,0,0,0,148480,0.0,1.1706431450875243e-06
train-11143,168,0,1.0,0,0,0,0,145092,0.0,1.0845167253137333e-06
train-11146,169,0,1.0,0,0,0,0,152334,0.0,1.2004504696960794e-06
train-11152,170,0,1.0,0,0,0,0,145053,0.0,1.392546664646943e-06
train-11153,171,0,1.0,0,0,0,0,141975,0.0,9.422446396456508e-07
train-11159,172,0,1.0,0,0,0,0,146916,0.0,9.570828751748195e-07
train-11167,173,0,1.0,0,0,0,0,142832,0.0,1.1544620974746067e-06
train-11178,174,1,0.0,0,0,7049,0,148887,0.0,5.296613835525932e-06
train-11181,175,0,1.0,0,0,0,0,148392,0.0,1.2098656725356705e-06
train-11183,176,0,1.0,0,0,0,0,147060,0.0,1.11894303245208e-06
train-11186,177,0,1.0,0,0,0,0,146916,0.0,7.281103080458706e-07
train-11196,178,0,1.0,0,0,0,0,141792,0.0,8.122657959575008e-07
train-11199,179,0,1.0,0,0,0,0,147378,0.0,6.733919803991739e-07
train-11202,180,0,1.0,0,0,0,0,147888,0.0,2.3139264158089645e-06
train-11206,181,0,1.0,0,0,0,0,149353,0.0,1.4708222124681924e-06
train-11216,182,0,1.0,0,0,0,0,141525,0.0,1.0677027830752195e-06
train-11221,183,0,1.0,0,0,0,0,147934,0.0,8.380498002225067e-07
train-11223,184,0,1.0,0,0,0,0,146280,0.0,1.392546664646943e-06
train-11232,185,0,1.0,0,0,0,0,148654,0.0,8.059445804065035e-07
train-11244,186,0,1.0,0,0,0,0,143464,0.0,9.132548370871518e-07
train-11256,187,0,1.0,0,0,0,0,145920,0.0,1.1454778814368183e-06
train-11262,188,0,1.0,0,0,0,0,150165,0.0,7.630530376445677e-07
train-11272,189,0,1.0,0,0,0,0,151040,0.0,8.446226615888008e-07
train-11277,190,0,1.0,0,0,0,0,148656,0.0,1.034853198689234e-06
train-11280,191,0,1.0,0,0,0,0,147934,0.0,5.410857397691871e-07
train-11283,192,0,1.0,0,0,0,0,144499,0.0,1.1277188605163246e-06
train-11289,193,0,1.0,0,0,0,0,149695,0.0,1.248270905307436e-06
train-11294,194,0,1.0,0,0,0,0,142240,0.0,1.4255698488341295e-06
train-11304,195,0,1.0,0,0,0,0,140044,0.0,1.414475946148741e-06
train-11305,196,0,1.0,0,0,0,0,146160,0.0,1.2098656725356705e-06
train-11309,197,0,1.0,0,0,0,0,149176,0.0,7.872749847592786e-07
train-11318,198,0,1.0,0,0,0,0,146331,0.0,1.034853198689234e-06
train-11324,199,0,1.0,0,0,0,0,147840,0.0,1.034853198689234e-06
train-11325,200,0,1.0,0,0,0,0,148016,0.0,1.0760769555417937e-06
train-11332,201,0,1.0,0,0,0,0,149464,0.0,1.0845167253137333e-06
train-11334,202,0,1.0,0,0,0,0,149058,0.0,1.0429696430946933e-06
train-11341,203,0,1.0,0,0,0,0,143464,0.0,8.315279842463497e-07
train-11346,204,0,1.0,0,0,0,0,144957,0.0,1.414026769452903e-06
train-11347,205,0,1.0,0,0,0,0,141702,0.0,1.0047784826383577e-06
train-11351,206,1,0.7501335707925201,2106,668,735,2774,139009,0.01995554244689193,1.0
train-11362,207,0,1.0,0,0,0,0,143736,0.0,1.1479187378427014e-06
train-11366,208,0,1.0,0,0,0,0,146624,0.0,1.0108808510267409e-06
train-11372,209,0,1.0,0,0,0,0,144414,0.0,1.8885723420680733e-06
train-11373,210,0,1.0,0,0,0,0,146624,0.0,8.446226615888008e-07
train-11380,211,0,1.0,0,0,0,0,151443,0.0,2.295919102834887e-06
train-11390,212,0,1.0,0,0,0,0,145008,0.0,9.088896035791549e-07
train-11398,213,1,0.8811509910461468,5757,298,1255,6055,145575,0.041593680233556585,0.9999995231628418
train-11404,214,1,0.0,0,0,3847,0,144372,0.0,1.782971594366245e-06
train-11405,215,0,1.0,0,0,0,0,139284,0.0,1.1216544635317405e-06
train-11424,216,0,1.0,0,0,0,0,145920,0.0,1.5414084373333026e-06
train-11425,217,0,1.0,0,0,0,0,149695,0.0,8.990961077870452e-07
train-11438,218,0,1.0,0,0,0,0,143284,0.0,1.1277188605163246e-06
train-11448,219,0,1.0,0,0,0,0,141120,0.0,1.248270905307436e-06
train-11454,220,0,1.0,0,0,0,0,134408,0.0,6.893610589031596e-07
train-11462,221,0,1.0,0,0,0,0,149120,0.0,1.2098656725356705e-06
train-11471,222,0,1.0,0,0,0,0,145280,0.0,1.5656819414289203e-06
train-11473,223,0,1.0,0,0,0,0,147320,0.0,1.0188092574026086e-06
train-11478,224,0,1.0,0,0,0,0,150150,0.0,1.267928269044205e-06
train-11479,225,0,1.0,0,0,0,0,143691,0.0,2.042033202087623e-06
train-11480,226,0,1.0,0,0,0,0,147476,0.0,1.7061832977560698e-06
train-11483,227,0,1.0,0,0,0,0,148533,0.0,1.9638043795566773e-06
train-11490,228,0,1.0,0,0,0,0,145299,0.0,9.849328534983215e-07
train-11493,229,0,1.0,0,0,0,0,146415,0.0,9.059585295290162e-07
train-11500,230,1,0.8671586715867159,4700,679,761,5379,142380,0.037779182469447954,0.9999998807907104
train-11517,231,0,1.0,0,0,0,0,140224,0.0,1.1003259032804635e-06
train-11519,232,0,1.0,0,0,0,0,143640,0.0,1.267928269044205e-06
train-11525,233,0,1.0,0,0,0,0,147516,0.0,6.94767834374943e-07
train-11534,234,0,1.0,0,0,0,0,145734,0.0,9.276364494326117e-07
train-11551,235,0,1.0,0,0,0,0,143980,0.0,7.112436719580728e-07
train-11559,236,0,1.0,0,0,0,0,151340,0.0,9.721546803120873e-07
train-11563,237,0,1.0,0,0,0,0,146916,0.0,1.1818392522400245e-06
train-11566,238,0,1.0,0,0,0,0,149040,0.0,1.0845167253137333e-06
train-11571,239,0,1.0,0,0,0,0,147060,0.0,7.057087145767582e-07
train-11583,240,0,1.0,0,0,0,0,149960,0.0,2.2195310975803295e-06
train-11598,241,0,1.0,0,0,0,0,145590,0.0,1.687372332526138e-06
train-11601,242,1,0.7959856630824372,2776,821,602,3597,149819,0.024008970824795254,1.0
train-11615,243,0,1.0,0,0,0,0,146331,0.0,1.1108675153082004e-06
train-11618,244,0,1.0,0,0,0,0,146740,0.0,1.2580612747115083e-06
train-11619,245,0,1.0,0,0,0,0,131031,0.0,1.7195649206769303e-06
train-11643,246,1,0.6720430107526881,125,110,12,235,147088,0.0015976830196888937,1.0
train-11646,247,0,1.0,0,0,0,0,141476,0.0,1.034853198689234e-06
train-11647,248,0,1.0,0,0,0,0,140896,0.0,1.5534977819697815e-06
train-11654,249,0,1.0,0,0,0,0,147378,0.0,7.00216901350359e-07
train-11657,250,0,1.0,0,0,0,0,150518,0.0,1.2289182222957606e-06
train-11661,251,0,1.0,0,0,0,0,148016,0.0,1.5534977819697815e-06
train-11666,252,0,1.0,0,0,0,0,143510,0.0,1.2004504696960794e-06
train-11675,253,0,1.0,0,0,0,0,143775,0.0,1.3709573067899328e-06
train-11676,254,0,1.0,0,0,0,0,149120,0.0,9.422446396456508e-07
train-11677,255,0,1.0,0,0,0,0,150751,0.0,1.3184366025598138e-06
train-11684,256,0,1.0,0,0,0,0,150568,0.0,1.0760769555417937e-06
train-11687,257,0,1.0,0,0,0,0,150150,0.0,1.1015954441973008e-06
train-11705,258,0,1.0,0,0,0,0,148824,0.0,7.934496011330339e-07
train-11707,259,0,1.0,0,0,0,0,144552,0.0,1.0593939805403352e-06
train-11710,260,0,1.0,0,0,0,0,133140,0.0,1.191108481179981e-06
train-11713,261,1,0.7579173376274826,1412,123,779,1535,145873,0.01052285206995126,1.0
train-11718,262,0,1.0,0,0,0,0,142200,0.0,1.1102353028036305e-06
train-11720,263,0,1.0,0,0,0,0,136728,0.0,9.874637498796801e-07
train-11721,264,0,1.0,0,0,0,0,145464,0.0,9.451866276322107e-07
train-11722,265,0,1.0,0,0,0,0,147018,0.0,8.917717764234112e-07
train-11740,266,0,1.0,0,0,0,0,138764,0.0,1.5304723319786717e-06
train-11746,267,1,0.8631053241772942,4839,574,961,5413,145464,0.03721195622284552,1.0
train-11753,268,0,1.0,0,0,0,0,141046,0.0,1.6536895373064908e-06
train-11764,269,0,1.0,0,0,0,0,149120,0.0,1.1454778814368183e-06
train-11772,270,0,1.0,0,0,0,0,146789,0.0,9.204175626109645e-07
train-11778,271,0,1.0,0,0,0,0,143412,0.0,1.1015954441973008e-06
train-11780,272,0,1.0,0,0,0,0,145236,0.0,8.714338832760404e-07
train-11787,273,0,1.0,0,0,0,0,150190,0.0,8.186363515960693e-07
train-11788,274,0,1.0,0,0,0,0,147934,0.0,9.496346820014878e-07
train-11794,275,0,1.0,0,0,0,0,146510,0.0,1.034853198689234e-06
train-11800,276,1,0.7612261806130903,2297,299,1142,2596,135216,0.019198911371435333,1.0
train-11812,277,0,1.0,0,0,0,0,145415,0.0,1.8434906223774306e-06
train-11821,278,0,1.0,0,0,0,0,142783,0.0,1.3867128245692584e-06
train-11826,279,0,1.0,0,0,0,0,145873,0.0,7.673484105907846e-07
train-11828,280,0,1.0,0,0,0,0,144780,0.0,1.5294129980247817e-06
train-11839,281,0,1.0,0,0,0,0,146484,0.0,1.692905470918049e-06
train-11843,282,0,1.0,0,0,0,0,145186,0.0,2.0904585653624963e-06
train-11844,283,0,1.0,0,0,0,0,145590,0.0,8.25057043130073e-07
train-11854,284,0,1.0,0,0,0,0,148120,0.0,9.952085520126275e-07
train-11867,285,1,0.0,0,0,206,0,144440,0.0,1.0760769555417937e-06
train-11869,286,0,1.0,0,0,0,0,146832,0.0,1.0677027830752195e-06
train-11878,287,0,1.0,0,0,0,0,146050,0.0,1.8885723420680733e-06
train-11886,288,0,1.0,0,0,0,0,146148,0.0,1.002824660645274e-06
train-11899,289,1,0.7335209946047384,3127,31,2241,3158,143464,0.022012490938493282,1.0
train-11905,290,1,0.551833624384823,1738,40,2783,1778,143412,0.01239784676317184,1.0
train-11906,291,0,1.0,0,0,0,0,147609,0.0,9.059015155798988e-07
train-11922,292,0,1.0,0,0,0,0,143284,0.0,1.267928269044205e-06
train-11930,293,0,1.0,0,0,0,0,146856,0.0,7.112436719580728e-07
train-11931,294,0,1.0,0,0,0,0,145464,0.0,9.204175626109645e-07
train-11933,295,0,1.0,0,0,0,0,146916,0.0,7.338210252783028e-07
train-11939,296,0,1.0,0,0,0,0,141750,0.0,1.8885723420680733e-06
train-11947,297,0,1.0,0,0,0,0,145992,0.0,7.512230126849317e-07
train-11949,298,0,1.0,0,0,0,0,146970,0.0,1.093022660825227e-06
train-11950,299,0,1.0,0,0,0,0,147147,0.0,6.083590164962516e-07
train-11959,300,0,1.0,0,0,0,0,141928,0.0,1.4939843140382436e-06
train-11969,301,1,0.0,0,0,692,0,140967,0.0,1.1544620974746067e-06
train-11973,302,0,1.0,0,0,0,0,147972,0.0,1.8448236005497165e-06
train-11975,303,0,1.0,0,0,0,0,148356,0.0,1.5779617115185829e-06
train-11985,304,0,1.0,0,0,0,0,147705,0.0,9.496346820014878e-07
train-11988,305,0,1.0,0,0,0,0,148995,0.0,8.122657959575008e-07
train-11995,306,0,1.0,0,0,0,0,146685,0.0,1.1726421007551835e-06
train-11996,307,0,1.0,0,0,0,0,143812,0.0,7.750694521746482e-07
train-12006,308,0,1.0,0,0,0,0,143868,0.0,1.5155225128182792e-06
train-12019,309,0,1.0,0,0,0,0,148621,0.0,9.309501365351025e-07
train-12028,310,1,0.5668016194331984,560,854,2,1414,145186,0.009739231055335914,1.0
train-12050,311,1,0.8409090909090909,1258,239,237,1497,144210,0.010380694820054088,1.0
train-12055,312,0,1.0,0,0,0,0,145299,0.0,6.786734729757882e-07
train-12058,313,0,1.0,0,0,0,0,143184,0.0,9.874637498796801e-07
train-12066,314,0,1.0,0,0,0,0,141300,0.0,1.628051677471376e-06
train-12068,315,0,1.0,0,0,0,0,144670,0.0,1.392546664646943e-06
train-12072,316,0,1.0,0,0,0,0,144041,0.0,1.0612667438181234e-06
train-12073,317,0,1.0,0,0,0,0,145644,0.0,1.0913175856330781e-06
train-12077,318,0,1.0,0,0,0,0,146050,0.0,1.5897737739578588e-06
train-12081,319,1,0.8288288288288288,1886,763,16,2649,144440,0.018339795070617556,1.0
train-12103,320,0,1.0,0,0,0,0,149919,0.0,4.5921356672806724e-07
train-12111,321,0,1.0,0,0,0,0,146510,0.0,1.0845167253137333e-06
train-12114,322,0,1.0,0,0,0,0,148120,0.0,1.2580612747115083e-06
train-12122,323,0,1.0,0,0,0,0,147247,0.0,1.1818392522400245e-06
train-12136,324,0,1.0,0,0,0,0,151450,0.0,1.5414084373333026e-06
train-12142,325,0,1.0,0,0,0,0,146740,0.0,7.630530376445677e-07
train-12164,326,0,1.0,0,0,0,0,145464,0.0,6.083590164962516e-07
train-12168,327,0,1.0,0,0,0,0,147840,0.0,1.4480192476185039e-06
train-12170,328,0,1.0,0,0,0,0,144499,0.0,8.782685654296074e-07
train-12183,329,0,1.0,0,0,0,0,148995,0.0,8.920992513594683e-07
train-12192,330,0,1.0,0,0,0,0,144440,0.0,1.4939843140382436e-06
train-12212,331,0,1.0,0,0,0,0,146740,0.0,1.248270905307436e-06
train-12221,332,0,1.0,0,0,0,0,142606,0.0,9.204175626109645e-07
train-12224,333,0,1.0,0,0,0,0,149730,0.0,9.422446396456508e-07
train-12232,334,0,1.0,0,0,0,0,145530,0.0,1.003014176603756e-06
train-12235,335,0,1.0,0,0,0,0,144499,0.0,1.2580612747115083e-06
train-12240,336,0,1.0,0,0,0,0,143583,0.0,1.2098656725356705e-06
train-12264,337,0,1.0,0,0,0,0,146280,0.0,1.0108808510267409e-06
train-12266,338,0,1.0,0,0,0,0,143812,0.0,1.1365636964910664e-06
train-12274,339,1,0.16897856242118536,67,5,654,72,144670,0.0004976843851524158,0.9999980926513672
train-12276,340,0,1.0,0,0,0,0,147660,0.0,6.179392926242144e-07
train-12277,341,0,1.0,0,0,0,0,147934,0.0,9.570828751748195e-07
train-12279,342,0,1.0,0,0,0,0,148533,0.0,1.3817098079016432e-06
train-12284,343,0,1.0,0,0,0,0,147378,0.0,1.5656819414289203e-06
train-12306,344,0,1.0,0,0,0,0,140377,0.0,1.7550545408084872e-06
train-12315,345,1,0.8712139279751968,3653,892,188,4545,144499,0.031453504868545805,0.9999998807907104
