sample_id,index,has_defect,dice,true_positive_pixels,false_positive_pixels,false_negative_pixels,predicted_pixels,valid_pixels,predicted_fraction,image_probability
train-10226,44,0,1.0,0,0,0,0,148580,0.0,1.5359554481619853e-06
train-10236,45,0,1.0,0,0,0,0,145008,0.0,6.858266488052323e-07
train-10248,46,0,1.0,0,0,0,0,148120,0.0,0.014788839034736156
train-10256,47,0,1.0,0,0,0,0,142329,0.0,0.004119374789297581
train-10265,48,0,1.0,0,0,0,0,143060,0.0,0.0001789888774510473
train-10268,49,0,1.0,0,0,0,0,148810,0.0,1.3809667507302947e-06
train-10271,50,0,1.0,0,0,0,0,145360,0.0,5.9130015870323405e-06
train-10274,51,0,1.0,0,0,0,0,145415,0.0,3.9974738683667965e-06
train-10277,52,0,1.0,0,0,0,0,145360,0.0,9.781261724128854e-06
train-10284,53,0,1.0,0,0,0,0,137172,0.0,0.00016961456276476383
train-10286,54,0,1.0,0,0,0,0,146148,0.0,0.3520616888999939
train-10288,55,0,1.0,0,0,0,0,142832,0.0,9.712631481306744e-07
train-10294,56,0,1.0,0,0,0,0,141928,0.0,4.253544466337189e-05
train-10298,57,0,1.0,0,0,0,0,144499,0.0,3.9828879380365834e-05
train-10309,58,1,0.9021397722811151,36764,1729,6247,38493,144145,0.26704360192861354,0.9917575716972351
train-10314,59,0,1.0,0,0,0,0,147552,0.0,4.000718399765901e-05
train-10322,60,0,1.0,0,0,0,0,146050,0.0,6.851964258203225e-07
train-10333,61,0,1.0,0,0,0,0,145464,0.0,1.9001779492100468e-06
train-10336,62,0,1.0,0,0,0,0,144096,0.0,7.687651304877363e-06
train-10344,63,1,0.5783933518005541,522,8,753,530,145820,0.0036346180222191745,0.9994218349456787
train-10357,64,0,0.0,0,3,0,3,149872,2.0017081242660404e-05,0.7030792236328125
train-10358,65,0,1.0,0,0,0,0,144225,0.0,6.129928806331009e-06
train-10361,66,0,1.0,0,0,0,0,145873,0.0,1.0267490324622486e-06
train-10364,67,0,1.0,0,0,0,0,147186,0.0,1.2179159966763109e-05
train-10370,68,0,1.0,0,0,0,0,146740,0.0,3.27729912896757e-06
train-10375,69,0,1.0,0,0,0,0,144599,0.0,1.349398462480167e-05
train-10397,70,0,1.0,0,0,0,0,145360,0.0,1.059531859937124e-05
train-10399,71,0,1.0,0,0,0,0,144728,0.0,1.4052859569346765e-06
train-10408,72,0,1.0,0,0,0,0,146510,0.0,2.642260824359255e-06
train-10410,73,0,1.0,0,0,0,0,145053,0.0,1.1449831163190538e-06
train-10411,74,0,1.0,0,0,0,0,141702,0.0,5.383901111599698e-07
train-10415,75,0,1.0,0,0,0,0,143412,0.0,1.8883326902141562e-06
train-10423,76,1,0.5035708064797074,2891,5700,0,8591,147840,0.05811011904761905,1.0
train-10426,77,1,0.7565337001375516,1375,711,174,2086,146560,0.014233078602620087,1.0
train-10431,78,0,1.0,0,0,0,0,146331,0.0,1.0258485190206557e-06
train-10440,79,0,1.0,0,0,0,0,146188,0.0,9.257275905838469e-07
train-10441,80,0,1.0,0,0,0,0,150052,0.0,8.957522368291393e-07
train-10443,81,0,1.0,0,0,0,0,147476,0.0,6.671876349173544e-07
train-10463,82,0,1.0,0,0,0,0,149526,0.0,0.00014938645472284406
train-10466,83,1,0.7835533232099053,3354,1852,1,5206,140160,0.03714326484018265,1.0
train-10468,84,0,1.0,0,0,0,0,148654,0.0,4.144926151639083e-06
train-10473,85,0,1.0,0,0,0,0,130192,0.0,1.6611405726507655e-06
train-10477,86,0,1.0,0,0,0,0,147378,0.0,1.063165086634399e-06
train-10496,87,0,1.0,0,0,0,0,146604,0.0,1.0811976380864508e-06
train-10499,88,1,0.5476067936181163,2660,4395,0,7055,141264,0.04994195265601994,1.0
train-10528,89,0,1.0,0,0,0,0,145236,0.0,1.7946347270481056e-06
train-10534,90,0,1.0,0,0,0,0,144499,0.0,1.669437097007176e-06
train-10537,91,0,1.0,0,0,0,0,144499,0.0,1.20673360015644e-06
train-10539,92,0,1.0,0,0,0,0,146624,0.0,1.364940544590354e-06
train-10544,93,0,1.0,0,0,0,0,144640,0.0,8.668934242450632e-06
train-10547,94,0,1.0,0,0,0,0,145280,0.0,9.421130016562529e-06
train-10555,95,0,1.0,0,0,0,0,144499,0.0,7.708499083491915e-07
train-10557,96,1,0.6393223361569327,1434,1618,0,3052,142875,0.02136132983377078,1.0
train-10559,97,0,1.0,0,0,0,0,145415,0.0,1.6485688547618338e-06
train-10562,98,0,1.0,0,0,0,0,144837,0.0,2.1025507521699183e-06
train-10563,99,0,1.0,0,0,0,0,145761,0.0,0.0003942270705010742
train-10598,100,0,1.0,0,0,0,0,143284,0.0,2.502114966773661e-06
train-10600,101,0,1.0,0,0,0,0,147955,0.0,0.0008918012026697397
train-10601,102,0,1.0,0,0,0,0,147784,0.0,1.1282115792710101e-06
train-10618,103,1,0.821198613174839,1658,642,80,2300,145008,0.01586119386516606,1.0
train-10633,104,0,1.0,0,0,0,0,142425,0.0,2.4737171315791784e-06
train-10638,105,1,0.7323827237032444,7088,3480,1700,10568,124032,0.08520381836945304,0.9999897480010986
train-10642,106,0,1.0,0,0,0,0,140850,0.0,4.212874046061188e-06
train-10644,107,0,1.0,0,0,0,0,150462,0.0,0.000108916217868682
train-10650,108,0,1.0,0,0,0,0,147018,0.0,1.1203385383851128e-06
train-10652,109,0,1.0,0,0,0,0,143550,0.0,0.00012715914635919034
train-10659,110,1,0.0,0,0,962,0,140267,0.0,2.821383714035619e-05
train-10663,111,1,0.8994934684084244,1687,375,2,2062,151680,0.013594409282700422,1.0
train-10669,112,0,1.0,0,0,0,0,147580,0.0,5.49926444364246e-05
train-10694,113,0,1.0,0,0,0,0,146510,0.0,1.5397068864331231e-06
train-10697,114,0,1.0,0,0,0,0,146376,0.0,1.236903131029976e-06
train-10702,115,0,1.0,0,0,0,0,151032,0.0,1.392003582623147e-06
train-10704,116,0,1.0,0,0,0,0,141975,0.0,2.4776483769528568e-05
train-10707,117,1,0.0,0,0,749,0,148887,0.0,0.047872964292764664
train-10712,118,1,0.7897313748842133,5968,2910,268,8878,145873,0.060861160050180635,1.0
train-10713,119,0,1.0,0,0,0,0,147840,0.0,1.086593442778394e-06
train-10728,120,0,1.0,0,0,0,0,149292,0.0,3.675225889310241e-05
train-10737,121,0,1.0,0,0,0,0,151984,0.0,1.0790571423058282e-06
train-10739,122,0,1.0,0,0,0,0,147934,0.0,8.51612469432439e-07
train-10740,123,0,1.0,0,0,0,0,146280,0.0,6.471320375567302e-06
train-10743,124,1,0.40247554402076263,1008,42,2951,1050,145360,0.007223445239405614,0.9949394464492798
train-10749,125,0,1.0,0,0,0,0,149919,0.0,3.031336746062152e-06
train-10752,126,0,1.0,0,0,0,0,151164,0.0,1.3330751471585245e-06
train-10756,127,1,0.8567122652446093,3695,1200,36,4895,150518,0.03252102738542899,0.9995658993721008
train-10762,128,0,1.0,0,0,0,0,150285,0.0,2.560127086326247e-06
train-10776,129,0,1.0,0,0,0,0,144957,0.0,2.4584895072621293e-05
train-10785,130,0,1.0,0,0,0,0,142425,0.0,1.2454111129045486e-06
train-10789,131,0,1.0,0,0,0,0,152220,0.0,1.870433038675401e-06
train-10804,132,0,1.0,0,0,0,0,143284,0.0,2.936469900305383e-05
train-10819,133,0,1.0,0,0,0,0,146415,0.0,1.0780772754515056e-05
train-10834,134,0,1.0,0,0,0,0,141250,0.0,6.924116178197437e-07
train-10854,135,0,1.0,0,0,0,0,151575,0.0,1.7032869436661713e-05
train-10863,136,0,0.0,0,7,0,7,142425,4.91486747410918e-05,0.7346956133842468
train-10880,137,0,1.0,0,0,0,0,142650,0.0,1.4610152447858127e-06
train-10892,138,0,0.0,0,2788,0,2788,146223,0.019066767881933757,0.9948951601982117
train-10910,139,0,1.0,0,0,0,0,147420,0.0,2.089669351335033e-06
train-10936,140,0,1.0,0,0,0,0,149695,0.0,2.85869919025572e-05
train-10937,141,0,1.0,0,0,0,0,138924,0.0,9.925935046339873e-06
train-10960,142,0,1.0,0,0,0,0,140896,0.0,6.3923057496140245e-06
train-10963,143,0,1.0,0,0,0,0,144450,0.0,6.712090907967649e-06
train-10967,144,0,1.0,0,0,0,0,153164,0.0,0.00027176490402780473
train-10973,145,0,1.0,0,0,0,0,147088,0.0,2.5690051188576035e-06
train-10976,146,0,1.0,0,0,0,0,149310,0.0,6.86664350268984e-07
train-10979,147,0,1.0,0,0,0,0,145507,0.0,9.665229754318716e-07
train-10987,148,0,1.0,0,0,0,0,138030,0.0,1.3251466953079216e-05
train-10988,149,0,1.0,0,0,0,0,148712,0.0,1.1364271585989627e-06
train-10996,150,0,1.0,0,0,0,0,147320,0.0,0.001093186205253005
train-11003,151,1,0.0,0,0,3671,0,141344,0.0,0.23159298300743103
train-11005,152,0,1.0,0,0,0,0,147550,0.0,2.126057324858266e-06
train-11013,153,0,1.0,0,0,0,0,143464,0.0,6.403929728548974e-05
train-11018,154,0,1.0,0,0,0,0,147018,0.0,4.561108653433621e-06
train-11026,155,0,1.0,0,0,0,0,145008,0.0,2.4118296551023377e-06
train-11028,156,0,1.0,0,0,0,0,148824,0.0,1.0381111223978223e-06
train-11051,157,0,1.0,0,0,0,0,150984,0.0,1.1732549864973407e-06
train-11054,158,0,1.0,0,0,0,0,142240,0.0,6.373900305334246e-07
train-11061,159,1,0.7616320687186829,2660,1588,77,4248,147705,0.028760028435056362,1.0
train-11064,160,0,1.0,0,0,0,0,146324,0.0,4.841711415792815e-06
train-11083,161,0,0.0,0,4,0,4,151105,2.6471658780318323e-05,0.7306878566741943
train-11085,162,0,0.0,0,56,0,56,153272,0.00036536353671903543,0.9480988383293152
train-11087,163,0,1.0,0,0,0,0,146856,0.0,5.264274477667641e-06
train-11102,164,0,1.0,0,0,0,0,136710,0.0,1.2394311852403916e-06
train-11117,165,0,1.0,0,0,0,0,142667,0.0,1.2689172763202805e-05
train-11135,166,1,0.6857142857142857,1476,1327,26,2803,143812,0.019490724000778795,1.0
train-11140,167,0,1.0,0,0,0,0,148480,0.0,1.26135046230047e-06
train-11143,168,0,1.0,0,0,0,0,145092,0.0,3.749736833924544e-06
train-11146,169,0,1.0,0,0,0,0,152334,0.0,8.076235076259763e-07
train-11152,170,0,1.0,0,0,0,0,145053,0.0,8.628483101347229e-07
train-11153,171,0,1.0,0,0,0,0,141975,0.0,2.7486343242344446e-05
train-11159,172,0,1.0,0,0,0,0,146916,0.0,7.332907330237504e-07
train-11167,173,0,1.0,0,0,0,0,142832,0.0,7.875910910115635e-07
train-11178,174,1,0.8418262859896398,6988,2565,61,9553,148887,0.06416275430359937,0.9994314312934875
train-11181,175,0,1.0,0,0,0,0,148392,0.0,2.074920485028997e-05
train-11183,176,0,1.0,0,0,0,0,147060,0.0,1.005130343401106e-06
train-11186,177,0,1.0,0,0,0,0,146916,0.0,0.13007542490959167
train-11196,178,0,1.0,0,0,0,0,141792,0.0,1.1034859426217736e-06
train-11199,179,0,1.0,0,0,0,0,147378,0.0,2.0044553821207955e-06
train-11202,180,0,1.0,0,0,0,0,147888,0.0,0.0005286071100272238
train-11206,181,0,1.0,0,0,0,0,149353,0.0,2.5896974875649903e-06
train-11216,182,0,1.0,0,0,0,0,141525,0.0,4.693312348535983e-06
train-11221,183,0,1.0,0,0,0,0,147934,0.0,2.4346852569578914e-06
train-11223,184,0,1.0,0,0,0,0,146280,0.0,8.704507308721077e-06
train-11232,185,0,1.0,0,0,0,0,148654,0.0,4.214561613480328e-06
train-11244,186,0,1.0,0,0,0,0,143464,0.0,0.0034349423367530107
train-11256,187,0,1.0,0,0,0,0,145920,0.0,1.950595287780743e-05
train-11262,188,0,1.0,0,0,0,0,150165,0.0,2.1615508103423053e-06
train-11272,189,0,1.0,0,0,0,0,151040,0.0,6.994400223447883e-07
train-11277,190,0,1.0,0,0,0,0,148656,0.0,1.3258115814096527e-06
train-11280,191,0,1.0,0,0,0,0,147934,0.0,2.741106982284691e-06
train-11283,192,0,1.0,0,0,0,0,144499,0.0,1.4142158761387691e-05
train-11289,193,0,1.0,0,0,0,0,149695,0.0,7.992595101313782e-07
train-11294,194,0,0.0,0,8,0,8,142240,5.62429696287964e-05,0.705350399017334
train-11304,195,0,1.0,0,0,0,0,140044,0.0,0.0028231844771653414
train-11305,196,0,1.0,0,0,0,0,146160,0.0,3.618160917540081e-06
train-11309,197,0,1.0,0,0,0,0,149176,0.0,2.8172646580060245e-06
train-11318,198,0,1.0,0,0,0,0,146331,0.0,9.279214054913609e-07
train-11324,199,0,1.0,0,0,0,0,147840,0.0,1.4617622809964814e-06
train-11325,200,0,1.0,0,0,0,0,148016,0.0,1.5813301388334366e-06
train-11332,201,0,1.0,0,0,0,0,149464,0.0,3.868020576192066e-05
train-11334,202,0,1.0,0,0,0,0,149058,0.0,9.210803000314627e-06
train-11341,203,0,1.0,0,0,0,0,143464,0.0,0.10242953896522522
train-11346,204,0,1.0,0,0,0,0,144957,0.0,0.00013987153943162411
train-11347,205,0,1.0,0,0,0,0,141702,0.0,2.8253257369215135e-06
train-11351,206,1,0.8101071975497703,2645,1044,196,3689,139009,0.026537850067261833,0.9999880790710449
train-11362,207,0,1.0,0,0,0,0,143736,0.0,2.2363910829881206e-06
train-11366,208,0,1.0,0,0,0,0,146624,0.0,1.4247380022425205e-06
train-11372,209,0,1.0,0,0,0,0,144414,0.0,1.2455833484636969e-06
train-11373,210,0,1.0,0,0,0,0,146624,0.0,1.3304764252097812e-05
train-11380,211,0,1.0,0,0,0,0,151443,0.0,1.7068961142285843e-06
train-11390,212,0,1.0,0,0,0,0,145008,0.0,1.256389850823325e-06
train-11398,213,1,0.9146730462519936,6882,1154,130,8036,145575,0.0552017860209514,1.0
train-11404,214,1,0.0,0,0,3847,0,144372,0.0,0.0009190929122269154
train-11405,215,0,1.0,0,0,0,0,139284,0.0,0.0005977819091640413
train-11424,216,0,1.0,0,0,0,0,145920,0.0,1.3726155884796754e-05
train-11425,217,0,1.0,0,0,0,0,149695,0.0,0.0002450853935442865
train-11438,218,0,1.0,0,0,0,0,143284,0.0,1.2429965181581792e-06
train-11448,219,0,1.0,0,0,0,0,141120,0.0,0.03083295188844204
train-11454,220,0,1.0,0,0,0,0,134408,0.0,0.00035985736758448184
train-11462,221,0,1.0,0,0,0,0,149120,0.0,1.1149782039865386e-05
train-11471,222,0,1.0,0,0,0,0,145280,0.0,1.097476456379809e-06
train-11473,223,0,1.0,0,0,0,0,147320,0.0,8.612181545686326e-07
train-11478,224,0,1.0,0,0,0,0,150150,0.0,8.1043657473856e-07
train-11479,225,0,1.0,0,0,0,0,143691,0.0,2.529507128201658e-06
train-11480,226,0,1.0,0,0,0,0,147476,0.0,0.006620342377573252
train-11483,227,0,1.0,0,0,0,0,148533,0.0,1.2168908142484725e-05
train-11490,228,0,1.0,0,0,0,0,145299,0.0,8.8866101577878e-05
train-11493,229,0,1.0,0,0,0,0,146415,0.0,0.08030297607183456
train-11500,230,1,0.8274656282285624,5206,1916,255,7122,142380,0.05002107037505268,1.0
train-11517,231,0,1.0,0,0,0,0,140224,0.0,3.977020242018625e-06
train-11519,232,0,1.0,0,0,0,0,143640,0.0,0.0034888891968876123
train-11525,233,0,1.0,0,0,0,0,147516,0.0,1.4374975762621034e-05
train-11534,234,0,1.0,0,0,0,0,145734,0.0,2.099220864693052e-06
train-11551,235,0,1.0,0,0,0,0,143980,0.0,2.7943437999056187e-06
train-11559,236,0,1.0,0,0,0,0,151340,0.0,0.002669737208634615
train-11563,237,0,1.0,0,0,0,0,146916,0.0,0.001453489065170288
train-11566,238,0,1.0,0,0,0,0,149040,0.0,3.999350155936554e-06
train-11571,239,0,1.0,0,0,0,0,147060,0.0,1.0202131761616329e-06
train-11583,240,0,1.0,0,0,0,0,149960,0.0,2.7581302219914505e-06
train-11598,241,0,1.0,0,0,0,0,145590,0.0,9.26245775190182e-06
train-11601,242,1,0.8354752153650614,2958,745,420,3703,149819,0.02471649123275419,1.0
train-11615,243,0,1.0,0,0,0,0,146331,0.0,1.3366268376557855e-06
train-11618,244,0,1.0,0,0,0,0,146740,0.0,2.7253388907411136e-05
train-11619,245,0,1.0,0,0,0,0,131031,0.0,1.1825067076642881e-06
train-11643,246,1,0.6766169154228856,136,129,1,265,147088,0.0018016425541172631,0.999983549118042
train-11646,247,0,1.0,0,0,0,0,141476,0.0,7.043573191367614e-07
train-11647,248,0,1.0,0,0,0,0,140896,0.0,3.5240209399489686e-06
train-11654,249,0,1.0,0,0,0,0,147378,0.0,7.402097253361717e-06
train-11657,250,0,1.0,0,0,0,0,150518,0.0,6.062665124773048e-05
train-11661,251,0,1.0,0,0,0,0,148016,0.0,2.4606324586784467e-06
train-11666,252,0,1.0,0,0,0,0,143510,0.0,1.825544131861534e-06
train-11675,253,0,1.0,0,0,0,0,143775,0.0,0.006915837060660124
train-11676,254,0,1.0,0,0,0,0,149120,0.0,5.767506650045107e-07
train-11677,255,0,1.0,0,0,0,0,150751,0.0,2.3744447389617562e-05
train-11684,256,0,1.0,0,0,0,0,150568,0.0,7.65100139688002e-06
train-11687,257,0,1.0,0,0,0,0,150150,0.0,4.352488031145185e-05
train-11705,258,0,1.0,0,0,0,0,148824,0.0,1.783226070983801e-05
train-11707,259,0,1.0,0,0,0,0,144552,0.0,3.551450163286063e-06
train-11710,260,0,1.0,0,0,0,0,133140,0.0,6.955460776225664e-07
train-11713,261,1,0.7333558634673877,2170,1557,21,3727,145873,0.025549621931406086,0.9999991655349731
train-11718,262,0,1.0,0,0,0,0,142200,0.0,2.0019124349346384e-06
train-11720,263,0,1.0,0,0,0,0,136728,0.0,2.5362994620081736e-06
train-11721,264,0,1.0,0,0,0,0,145464,0.0,1.9011966969628702e-06
train-11722,265,0,1.0,0,0,0,0,147018,0.0,1.6148967461049324e-06
train-11740,266,0,1.0,0,0,0,0,138764,0.0,9.380341907672118e-07
train-11746,267,1,0.7795157780195865,5731,3173,69,8904,145464,0.061211021283616565,1.0
train-11753,268,0,1.0,0,0,0,0,141046,0.0,0.0040985820814967155
train-11764,269,0,0.0,0,39,0,39,149120,0.0002615343347639485,0.9009777307510376
train-11772,270,0,1.0,0,0,0,0,146789,0.0,1.7343678564429865e-06
train-11778,271,0,1.0,0,0,0,0,143412,0.0,1.6717250446163234e-06
train-11780,272,0,1.0,0,0,0,0,145236,0.0,1.0567265235295054e-05
train-11787,273,0,1.0,0,0,0,0,150190,0.0,1.595003823240404e-06
train-11788,274,0,1.0,0,0,0,0,147934,0.0,1.9266954041086137e-06
train-11794,275,0,1.0,0,0,0,0,146510,0.0,9.07353239654185e-07
train-11800,276,1,0.7863954958060438,3422,1842,17,5264,135216,0.03893030410602295,0.9999964237213135
train-11812,277,0,1.0,0,0,0,0,145415,0.0,6.0461384236987215e-06
train-11821,278,0,1.0,0,0,0,0,142783,0.0,0.0004750661610160023
train-11826,279,0,1.0,0,0,0,0,145873,0.0,6.585970027117583e-07
train-11828,280,0,1.0,0,0,0,0,144780,0.0,8.658339538669679e-07
train-11839,281,0,1.0,0,0,0,0,146484,0.0,0.00040974729927256703
train-11843,282,0,1.0,0,0,0,0,145186,0.0,4.732843535748543e-06
train-11844,283,0,1.0,0,0,0,0,145590,0.0,6.742017149008461e-07
train-11854,284,0,1.0,0,0,0,0,148120,0.0,1.6195607486224617e-06
train-11867,285,1,0.0,0,0,206,0,144440,0.0,0.0014188908971846104
train-11869,286,0,1.0,0,0,0,0,146832,0.0,2.811333251884207e-05
train-11878,287,0,1.0,0,0,0,0,146050,0.0,2.8221315005794168e-05
train-11886,288,0,1.0,0,0,0,0,146148,0.0,1.3793018069918617e-06
train-11899,289,1,0.7806364251861883,3459,35,1909,3494,143464,0.024354541905983382,1.0
train-11905,290,1,0.8015864508521814,3739,1069,782,4808,143412,0.03352578584776727,1.0
train-11906,291,0,1.0,0,0,0,0,147609,0.0,1.0642530469340272e-05
train-11922,292,0,1.0,0,0,0,0,143284,0.0,7.686769549763994e-07
train-11930,293,0,1.0,0,0,0,0,146856,0.0,1.596166498529783e-06
train-11931,294,0,1.0,0,0,0,0,145464,0.0,2.6731620437203674e-06
train-11933,295,0,1.0,0,0,0,0,146916,0.0,1.0758378721220652e-06
train-11939,296,0,1.0,0,0,0,0,141750,0.0,7.85502834332874e-06
train-11947,297,0,1.0,0,0,0,0,145992,0.0,0.05847455561161041
train-11949,298,0,1.0,0,0,0,0,146970,0.0,7.806329449522309e-07
train-11950,299,0,1.0,0,0,0,0,147147,0.0,1.0018144394052797e-06
train-11959,300,0,1.0,0,0,0,0,141928,0.0,1.3437046618491877e-05
train-11969,301,1,0.4343891402714932,192,0,500,192,140967,0.0013620208985081616,0.9804899096488953
train-11973,302,0,1.0,0,0,0,0,147972,0.0,7.952836540425778e-07
train-11975,303,0,1.0,0,0,0,0,148356,0.0,1.2860431297667674e-06
train-11985,304,0,1.0,0,0,0,0,147705,0.0,1.387129486829508e-06
train-11988,305,0,1.0,0,0,0,0,148995,0.0,2.2162119421409443e-05
train-11995,306,0,0.0,0,822,0,822,146685,0.005603844973923714,0.9995311498641968
train-11996,307,0,1.0,0,0,0,0,143812,0.0,0.000979122705757618
train-12006,308,0,1.0,0,0,0,0,143868,0.0,5.0120570449507795e-06
train-12019,309,0,1.0,0,0,0,0,148621,0.0,1.5692007764300797e-06
train-12028,310,1,0.6439699942296595,558,613,4,1171,145186,0.008065515958839007,1.0
train-12050,311,1,0.6946657011827179,1439,1209,56,2648,144210,0.018362110810623396,1.0
train-12055,312,0,1.0,0,0,0,0,145299,0.0,8.635664926259778e-06
train-12058,313,0,1.0,0,0,0,0,143184,0.0,9.221598133990483e-07
train-12066,314,0,1.0,0,0,0,0,141300,0.0,1.1850715964101255e-06
train-12068,315,0,1.0,0,0,0,0,144670,0.0,2.149584588551079e-06
train-12072,316,0,1.0,0,0,0,0,144041,0.0,1.8057579609376262e-06
train-12073,317,0,1.0,0,0,0,0,145644,0.0,4.443408670340432e-06
train-12077,318,0,1.0,0,0,0,0,146050,0.0,8.92232094429346e-07
train-12081,319,1,0.8762861928691075,1831,446,71,2277,144440,0.015764331210191083,1.0
train-12103,320,0,0.0,0,555,0,555,149919,0.0037019990795029317,0.9869929552078247
train-12111,321,0,1.0,0,0,0,0,146510,0.0,2.050858711299952e-06
train-12114,322,0,0.0,0,215,0,215,148120,0.001451525789900081,0.9407177567481995
train-12122,323,0,1.0,0,0,0,0,147247,0.0,0.0008782155346125364
train-12136,324,0,1.0,0,0,0,0,151450,0.0,2.9079583327984437e-06
train-12142,325,0,1.0,0,0,0,0,146740,0.0,7.894537930042134e-07
train-12164,326,0,1.0,0,0,0,0,145464,0.0,3.3158203223138116e-06
train-12168,327,0,1.0,0,0,0,0,147840,0.0,9.478783908889454e-07
train-12170,328,0,1.0,0,0,0,0,144499,0.0,9.143999477601028e-07
train-12183,329,0,1.0,0,0,0,0,148995,0.0,1.144150360232743e-06
train-12192,330,0,1.0,0,0,0,0,144440,0.0,8.723351925254974e-07
train-12212,331,0,1.0,0,0,0,0,146740,0.0,7.221259465950425e-07
train-12221,332,0,1.0,0,0,0,0,142606,0.0,7.418280802085064e-06
train-12224,333,0,1.0,0,0,0,0,149730,0.0,7.922541954030748e-06
train-12232,334,0,1.0,0,0,0,0,145530,0.0,0.00025608917349018157
train-12235,335,0,1.0,0,0,0,0,144499,0.0,0.0027841837145388126
train-12240,336,0,1.0,0,0,0,0,143583,0.0,1.0439467814649106e-06
train-12264,337,0,1.0,0,0,0,0,146280,0.0,6.921048043295741e-05
train-12266,338,0,1.0,0,0,0,0,143812,0.0,1.4451759398070863e-06
train-12274,339,1,0.5761772853185596,312,50,409,362,144670,0.002502246492016313,0.9997431635856628
train-12276,340,0,1.0,0,0,0,0,147660,0.0,0.16620653867721558
train-12277,341,0,1.0,0,0,0,0,147934,0.0,1.4380242419065326e-06
train-12279,342,0,1.0,0,0,0,0,148533,0.0,8.772706792115059e-07
train-12284,343,0,1.0,0,0,0,0,147378,0.0,0.0049356757663190365
train-12306,344,0,1.0,0,0,0,0,140377,0.0,1.74507579231431e-06
train-12315,345,1,0.8231539562011665,3740,1506,101,5246,144499,0.03630474951383746,1.0
