sample_id,official_split,development_split,image_path,mask_path,image_width,image_height,bbox_x_min,bbox_y_min,bbox_x_max,bbox_y_max,bbox_width,bbox_height,mask_pixels,mask_fraction,connected_components,touches_border,fits_256x256_context0,fits_256x256_context16,fits_256x256_context32,fits_256x384_context0,fits_256x384_context16,fits_256x384_context32,fits_256x512_context0,fits_256x512_context16,fits_256x512_context32
train-10235,train,train,data/extracted/KolektorSDD2/train/10235.png,data/extracted/KolektorSDD2/train/10235_GT.png,229,633,79,324,228,560,150,237,29837,0.20583345405878986,1,True,True,False,False,True,True,True,True,True,True
train-10244,train,train,data/extracted/KolektorSDD2/train/10244.png,data/extracted/KolektorSDD2/train/10244_GT.png,231,642,126,581,166,641,41,61,1572,0.010599991908403123,1,True,True,True,True,True,True,True,True,True,True
train-10247,train,train,data/extracted/KolektorSDD2/train/10247.png,data/extracted/KolektorSDD2/train/10247_GT.png,228,637,110,517,210,624,101,108,5876,0.04045828857858933,2,False,True,True,True,True,True,True,True,True,True
train-10254,train,train,data/extracted/KolektorSDD2/train/10254.png,data/extracted/KolektorSDD2/train/10254_GT.png,228,637,24,330,67,392,44,63,1383,0.009522432454763282,1,False,True,True,True,True,True,True,True,True,True
train-10258,train,train,data/extracted/KolektorSDD2/train/10258.png,data/extracted/KolektorSDD2/train/10258_GT.png,230,640,21,291,195,379,175,89,8343,0.056677989130434786,1,False,True,True,True,True,True,True,True,True,True
train-10266,train,train,data/extracted/KolektorSDD2/train/10266.png,data/extracted/KolektorSDD2/train/10266_GT.png,224,635,22,394,36,418,15,25,291,0.002045838020247469,1,False,True,True,True,True,True,True,True,True,True
train-10273,train,train,data/extracted/KolektorSDD2/train/10273.png,data/extracted/KolektorSDD2/train/10273_GT.png,230,641,87,0,142,172,56,173,6535,0.0443261208709218,1,True,True,True,True,True,True,True,True,True,True
train-10281,train,train,data/extracted/KolektorSDD2/train/10281.png,data/extracted/KolektorSDD2/train/10281_GT.png,231,618,60,198,139,272,80,75,4825,0.033798456128553214,1,False,True,True,True,True,True,True,True,True,True
train-10301,train,train,data/extracted/KolektorSDD2/train/10301.png,data/extracted/KolektorSDD2/train/10301_GT.png,233,645,102,583,220,644,119,62,5113,0.0340220248195096,1,True,True,True,True,True,True,True,True,True,True
train-10304,train,train,data/extracted/KolektorSDD2/train/10304.png,data/extracted/KolektorSDD2/train/10304_GT.png,231,642,6,327,61,340,56,14,444,0.002993890844358134,1,False,True,True,True,True,True,True,True,True,True
train-10306,train,train,data/extracted/KolektorSDD2/train/10306.png,data/extracted/KolektorSDD2/train/10306_GT.png,231,624,0,370,117,608,118,239,14386,0.0998029748029748,1,True,True,False,False,True,True,True,True,True,True
train-10308,train,train,data/extracted/KolektorSDD2/train/10308.png,data/extracted/KolektorSDD2/train/10308_GT.png,227,641,132,440,226,599,95,160,12008,0.08252523933556462,2,True,True,True,True,True,True,True,True,True,True
train-10309,train,validation,data/extracted/KolektorSDD2/train/10309.png,data/extracted/KolektorSDD2/train/10309_GT.png,227,635,5,155,226,396,222,242,43011,0.2983870408269451,1,True,True,False,False,True,True,False,True,True,False
train-10312,train,train,data/extracted/KolektorSDD2/train/10312.png,data/extracted/KolektorSDD2/train/10312_GT.png,231,639,57,485,215,591,159,107,6655,0.04508532677546762,2,False,True,True,True,True,True,True,True,True,True
train-10335,train,train,data/extracted/KolektorSDD2/train/10335.png,data/extracted/KolektorSDD2/train/10335_GT.png,232,640,203,389,231,406,29,18,372,0.0025053879310344826,1,True,True,True,True,True,True,True,True,True,True
train-10337,train,train,data/extracted/KolektorSDD2/train/10337.png,data/extracted/KolektorSDD2/train/10337_GT.png,230,648,6,358,30,454,25,97,1638,0.010990338164251207,1,False,True,True,True,True,True,True,True,True,True
train-10344,train,validation,data/extracted/KolektorSDD2/train/10344.png,data/extracted/KolektorSDD2/train/10344_GT.png,230,634,32,4,68,47,37,44,1275,0.008743656562885749,1,False,True,True,True,True,True,True,True,True,True
train-10345,train,train,data/extracted/KolektorSDD2/train/10345.png,data/extracted/KolektorSDD2/train/10345_GT.png,226,635,146,188,175,219,30,32,649,0.004522332938471187,1,False,True,True,True,True,True,True,True,True,True
train-10352,train,train,data/extracted/KolektorSDD2/train/10352.png,data/extracted/KolektorSDD2/train/10352_GT.png,231,634,2,258,185,294,184,37,2408,0.016442022751171015,2,False,True,True,True,True,True,True,True,True,True
train-10354,train,train,data/extracted/KolektorSDD2/train/10354.png,data/extracted/KolektorSDD2/train/10354_GT.png,225,628,41,578,98,627,58,50,1744,0.012342533616418967,1,True,True,True,True,True,True,True,True,True,True
train-10367,train,train,data/extracted/KolektorSDD2/train/10367.png,data/extracted/KolektorSDD2/train/10367_GT.png,233,629,173,288,229,302,57,15,601,0.004100793547902864,1,False,True,True,True,True,True,True,True,True,True
train-10382,train,train,data/extracted/KolektorSDD2/train/10382.png,data/extracted/KolektorSDD2/train/10382_GT.png,231,635,89,151,230,275,142,125,13237,0.09024099260319733,1,True,True,True,True,True,True,True,True,True,True
train-10383,train,train,data/extracted/KolektorSDD2/train/10383.png,data/extracted/KolektorSDD2/train/10383_GT.png,215,636,83,238,142,319,60,82,1632,0.01193505923650724,1,False,True,True,True,True,True,True,True,True,True
train-10396,train,train,data/extracted/KolektorSDD2/train/10396.png,data/extracted/KolektorSDD2/train/10396_GT.png,230,623,1,78,42,151,42,74,1759,0.012275804312931817,1,False,True,True,True,True,True,True,True,True,True
train-10401,train,train,data/extracted/KolektorSDD2/train/10401.png,data/extracted/KolektorSDD2/train/10401_GT.png,232,645,74,272,161,373,88,102,6010,0.04016305800588078,1,False,True,True,True,True,True,True,True,True,True
train-10402,train,train,data/extracted/KolektorSDD2/train/10402.png,data/extracted/KolektorSDD2/train/10402_GT.png,228,641,137,300,205,331,69,32,1057,0.007232394558940252,1,False,True,True,True,True,True,True,True,True,True
train-10403,train,train,data/extracted/KolektorSDD2/train/10403.png,data/extracted/KolektorSDD2/train/10403_GT.png,234,648,52,398,73,473,22,76,545,0.003594228131265168,1,False,True,True,True,True,True,True,True,True,True
train-10414,train,train,data/extracted/KolektorSDD2/train/10414.png,data/extracted/KolektorSDD2/train/10414_GT.png,222,630,29,336,152,413,124,78,4373,0.03126698126698127,1,False,True,True,True,True,True,True,True,True,True
train-10421,train,train,data/extracted/KolektorSDD2/train/10421.png,data/extracted/KolektorSDD2/train/10421_GT.png,230,641,0,347,229,425,230,79,3177,0.021549209794478736,1,True,True,False,False,True,False,False,True,False,False
train-10423,train,validation,data/extracted/KolektorSDD2/train/10423.png,data/extracted/KolektorSDD2/train/10423_GT.png,231,640,85,331,179,430,95,100,2891,0.01955492424242424,2,False,True,True,True,True,True,True,True,True,True
train-10426,train,validation,data/extracted/KolektorSDD2/train/10426.png,data/extracted/KolektorSDD2/train/10426_GT.png,229,640,67,415,113,459,47,45,1549,0.010569050218340611,1,False,True,True,True,True,True,True,True,True,True
train-10457,train,train,data/extracted/KolektorSDD2/train/10457.png,data/extracted/KolektorSDD2/train/10457_GT.png,229,637,0,404,20,438,21,35,515,0.0035304682840553085,1,True,True,True,True,True,True,True,True,True,True
train-10466,train,validation,data/extracted/KolektorSDD2/train/10466.png,data/extracted/KolektorSDD2/train/10466_GT.png,219,640,0,397,41,504,42,108,3355,0.023936929223744293,1,True,True,True,True,True,True,True,True,True,True
train-10478,train,train,data/extracted/KolektorSDD2/train/10478.png,data/extracted/KolektorSDD2/train/10478_GT.png,229,636,123,496,228,592,106,97,8494,0.0583202878251078,1,True,True,True,True,True,True,True,True,True,True
train-10487,train,train,data/extracted/KolektorSDD2/train/10487.png,data/extracted/KolektorSDD2/train/10487_GT.png,207,636,51,291,94,309,44,19,695,0.005279069060857412,1,False,True,True,True,True,True,True,True,True,True
train-10499,train,validation,data/extracted/KolektorSDD2/train/10499.png,data/extracted/KolektorSDD2/train/10499_GT.png,218,648,0,532,36,647,37,116,2660,0.018829992071582285,1,True,True,True,True,True,True,True,True,True,True
train-10502,train,train,data/extracted/KolektorSDD2/train/10502.png,data/extracted/KolektorSDD2/train/10502_GT.png,228,645,66,24,79,45,14,22,232,0.0015775873793009655,1,False,True,True,True,True,True,True,True,True,True
train-10506,train,train,data/extracted/KolektorSDD2/train/10506.png,data/extracted/KolektorSDD2/train/10506_GT.png,231,645,51,339,128,363,78,25,959,0.006436457599248297,1,False,True,True,True,True,True,True,True,True,True
train-10514,train,train,data/extracted/KolektorSDD2/train/10514.png,data/extracted/KolektorSDD2/train/10514_GT.png,228,637,116,338,178,364,63,27,1335,0.009191935883665207,1,False,True,True,True,True,True,True,True,True,True
train-10516,train,train,data/extracted/KolektorSDD2/train/10516.png,data/extracted/KolektorSDD2/train/10516_GT.png,232,633,0,18,126,107,127,90,8360,0.056926513046794136,1,True,True,True,True,True,True,True,True,True,True
train-10536,train,train,data/extracted/KolektorSDD2/train/10536.png,data/extracted/KolektorSDD2/train/10536_GT.png,228,643,0,0,70,115,71,116,4893,0.03337562413031022,1,True,True,True,True,True,True,True,True,True,True
train-10554,train,train,data/extracted/KolektorSDD2/train/10554.png,data/extracted/KolektorSDD2/train/10554_GT.png,232,629,52,437,187,514,136,78,1261,0.008641247738610821,1,False,True,True,True,True,True,True,True,True,True
train-10557,train,validation,data/extracted/KolektorSDD2/train/10557.png,data/extracted/KolektorSDD2/train/10557_GT.png,225,635,139,508,180,565,42,58,1434,0.010036745406824147,1,False,True,True,True,True,True,True,True,True,True
train-10569,train,train,data/extracted/KolektorSDD2/train/10569.png,data/extracted/KolektorSDD2/train/10569_GT.png,229,642,0,486,123,641,124,156,8917,0.06065243711654355,1,True,True,True,True,True,True,True,True,True,True
train-10574,train,train,data/extracted/KolektorSDD2/train/10574.png,data/extracted/KolektorSDD2/train/10574_GT.png,218,644,118,397,189,519,72,123,5113,0.03641945409994871,1,False,True,True,True,True,True,True,True,True,True
train-10583,train,train,data/extracted/KolektorSDD2/train/10583.png,data/extracted/KolektorSDD2/train/10583_GT.png,234,645,127,269,161,349,35,81,504,0.0033392963625521765,2,False,True,True,True,True,True,True,True,True,True
train-10585,train,train,data/extracted/KolektorSDD2/train/10585.png,data/extracted/KolektorSDD2/train/10585_GT.png,228,646,36,282,227,366,192,85,8076,0.05483135082287763,1,True,True,True,True,True,True,True,True,True,True
train-10602,train,train,data/extracted/KolektorSDD2/train/10602.png,data/extracted/KolektorSDD2/train/10602_GT.png,229,644,0,336,63,369,64,34,1428,0.009682931460034174,1,True,True,True,True,True,True,True,True,True,True
train-10612,train,train,data/extracted/KolektorSDD2/train/10612.png,data/extracted/KolektorSDD2/train/10612_GT.png,219,633,146,302,200,372,55,71,1358,0.009796071472368297,1,False,True,True,True,True,True,True,True,True,True
train-10618,train,validation,data/extracted/KolektorSDD2/train/10618.png,data/extracted/KolektorSDD2/train/10618_GT.png,228,636,145,296,227,335,83,40,1738,0.011985545625068962,1,True,True,True,True,True,True,True,True,True,True
train-10628,train,train,data/extracted/KolektorSDD2/train/10628.png,data/extracted/KolektorSDD2/train/10628_GT.png,229,634,0,248,39,384,40,137,3863,0.026607248632788287,1,True,True,True,True,True,True,True,True,True,True
train-10637,train,train,data/extracted/KolektorSDD2/train/10637.png,data/extracted/KolektorSDD2/train/10637_GT.png,229,637,77,94,146,127,70,34,1397,0.009576823675388866,1,False,True,True,True,True,True,True,True,True,True
train-10638,train,validation,data/extracted/KolektorSDD2/train/10638.png,data/extracted/KolektorSDD2/train/10638_GT.png,192,646,0,452,102,645,103,194,8788,0.07085268317853458,1,True,True,True,False,True,True,True,True,True,True
train-10647,train,train,data/extracted/KolektorSDD2/train/10647.png,data/extracted/KolektorSDD2/train/10647_GT.png,231,638,36,384,77,422,42,39,794,0.005387506954905074,1,False,True,True,True,True,True,True,True,True,True
train-10648,train,train,data/extracted/KolektorSDD2/train/10648.png,data/extracted/KolektorSDD2/train/10648_GT.png,228,638,189,193,216,215,28,23,231,0.001588021778584392,1,False,True,True,True,True,True,True,True,True,True
train-10654,train,train,data/extracted/KolektorSDD2/train/10654.png,data/extracted/KolektorSDD2/train/10654_GT.png,233,636,11,294,131,327,121,34,2349,0.015851485950279375,1,False,True,True,True,True,True,True,True,True,True
train-10659,train,validation,data/extracted/KolektorSDD2/train/10659.png,data/extracted/KolektorSDD2/train/10659_GT.png,223,629,167,600,218,628,52,29,962,0.006858348720654181,1,True,True,True,True,True,True,True,True,True,True
train-10661,train,train,data/extracted/KolektorSDD2/train/10661.png,data/extracted/KolektorSDD2/train/10661_GT.png,233,624,32,326,143,365,112,40,3118,0.02144547155276769,1,False,True,True,True,True,True,True,True,True,True
train-10663,train,validation,data/extracted/KolektorSDD2/train/10663.png,data/extracted/KolektorSDD2/train/10663_GT.png,237,640,39,0,93,42,55,43,1689,0.011135284810126583,1,True,True,True,True,True,True,True,True,True,True
train-10672,train,train,data/extracted/KolektorSDD2/train/10672.png,data/extracted/KolektorSDD2/train/10672_GT.png,238,634,85,483,141,581,57,99,3649,0.02418285926357925,1,False,True,True,True,True,True,True,True,True,True
train-10677,train,train,data/extracted/KolektorSDD2/train/10677.png,data/extracted/KolektorSDD2/train/10677_GT.png,235,639,197,617,207,625,11,9,64,0.0004261978490327307,1,False,True,True,True,True,True,True,True,True,True
train-10678,train,train,data/extracted/KolektorSDD2/train/10678.png,data/extracted/KolektorSDD2/train/10678_GT.png,221,630,45,132,98,196,54,65,2638,0.018947066005889534,1,False,True,True,True,True,True,True,True,True,True
train-10695,train,train,data/extracted/KolektorSDD2/train/10695.png,data/extracted/KolektorSDD2/train/10695_GT.png,227,642,156,391,195,555,40,165,1600,0.010978906775357844,2,False,True,True,True,True,True,True,True,True,True
train-10707,train,validation,data/extracted/KolektorSDD2/train/10707.png,data/extracted/KolektorSDD2/train/10707_GT.png,233,639,0,227,29,258,30,32,749,0.005030660836741959,1,True,True,True,True,True,True,True,True,True,True
train-10711,train,train,data/extracted/KolektorSDD2/train/10711.png,data/extracted/KolektorSDD2/train/10711_GT.png,233,629,108,421,123,435,16,15,154,0.001050785701126524,1,False,True,True,True,True,True,True,True,True,True
train-10712,train,validation,data/extracted/KolektorSDD2/train/10712.png,data/extracted/KolektorSDD2/train/10712_GT.png,229,637,115,301,222,389,108,89,6236,0.04274951498906583,1,False,True,True,True,True,True,True,True,True,True
train-10714,train,train,data/extracted/KolektorSDD2/train/10714.png,data/extracted/KolektorSDD2/train/10714_GT.png,230,642,3,542,66,560,64,19,606,0.004104022754977651,1,False,True,True,True,True,True,True,True,True,True
train-10727,train,train,data/extracted/KolektorSDD2/train/10727.png,data/extracted/KolektorSDD2/train/10727_GT.png,232,640,195,32,217,63,23,32,386,0.002599676724137931,1,False,True,True,True,True,True,True,True,True,True
train-10729,train,train,data/extracted/KolektorSDD2/train/10729.png,data/extracted/KolektorSDD2/train/10729_GT.png,232,640,91,99,104,166,14,68,500,0.003367456896551724,1,False,True,True,True,True,True,True,True,True,True
train-10743,train,validation,data/extracted/KolektorSDD2/train/10743.png,data/extracted/KolektorSDD2/train/10743_GT.png,230,632,98,0,205,84,108,85,3959,0.027235828288387453,1,True,True,True,True,True,True,True,True,True,True
train-10756,train,validation,data/extracted/KolektorSDD2/train/10756.png,data/extracted/KolektorSDD2/train/10756_GT.png,233,646,94,548,164,645,71,98,3731,0.024787733028607876,1,True,True,True,True,True,True,True,True,True,True
train-10770,train,train,data/extracted/KolektorSDD2/train/10770.png,data/extracted/KolektorSDD2/train/10770_GT.png,230,640,118,297,161,330,44,34,1187,0.008063858695652173,1,False,True,True,True,True,True,True,True,True,True
train-10774,train,train,data/extracted/KolektorSDD2/train/10774.png,data/extracted/KolektorSDD2/train/10774_GT.png,233,638,78,152,132,178,55,27,1152,0.007749539198407039,1,False,True,True,True,True,True,True,True,True,True
train-10797,train,train,data/extracted/KolektorSDD2/train/10797.png,data/extracted/KolektorSDD2/train/10797_GT.png,220,632,157,321,219,447,63,127,5271,0.037909953970080554,1,True,True,True,True,True,True,True,True,True,True
train-10808,train,train,data/extracted/KolektorSDD2/train/10808.png,data/extracted/KolektorSDD2/train/10808_GT.png,226,631,98,243,200,520,103,278,1802,0.012636214465029522,1,False,False,False,False,True,True,True,True,True,True
train-10821,train,train,data/extracted/KolektorSDD2/train/10821.png,data/extracted/KolektorSDD2/train/10821_GT.png,228,634,4,305,227,516,224,212,7466,0.05164923349382921,2,True,True,True,False,True,True,False,True,True,False
train-10844,train,train,data/extracted/KolektorSDD2/train/10844.png,data/extracted/KolektorSDD2/train/10844_GT.png,227,640,64,169,76,177,13,9,78,0.0005368942731277533,1,False,True,True,True,True,True,True,True,True,True
train-10845,train,train,data/extracted/KolektorSDD2/train/10845.png,data/extracted/KolektorSDD2/train/10845_GT.png,231,635,88,168,220,197,133,30,2097,0.014295940280192248,1,False,True,True,True,True,True,True,True,True,True
train-10846,train,train,data/extracted/KolektorSDD2/train/10846.png,data/extracted/KolektorSDD2/train/10846_GT.png,231,642,114,558,230,641,117,84,7403,0.04991840973149384,1,True,True,True,True,True,True,True,True,True,True
train-10849,train,train,data/extracted/KolektorSDD2/train/10849.png,data/extracted/KolektorSDD2/train/10849_GT.png,231,633,0,143,230,256,231,114,2534,0.017329695054813538,2,True,True,False,False,True,False,False,True,False,False
train-10869,train,train,data/extracted/KolektorSDD2/train/10869.png,data/extracted/KolektorSDD2/train/10869_GT.png,230,643,13,527,207,608,195,82,5165,0.03492460612617486,1,False,True,True,False,True,True,False,True,True,False
train-10874,train,train,data/extracted/KolektorSDD2/train/10874.png,data/extracted/KolektorSDD2/train/10874_GT.png,229,638,62,292,75,300,14,9,92,0.0006296970609574133,1,False,True,True,True,True,True,True,True,True,True
train-10893,train,train,data/extracted/KolektorSDD2/train/10893.png,data/extracted/KolektorSDD2/train/10893_GT.png,227,634,1,334,45,370,45,37,1202,0.008351978209813923,1,False,True,True,True,True,True,True,True,True,True
train-10900,train,train,data/extracted/KolektorSDD2/train/10900.png,data/extracted/KolektorSDD2/train/10900_GT.png,238,642,103,0,135,49,33,50,940,0.006151993507683447,1,True,True,True,True,True,True,True,True,True,True
train-10905,train,train,data/extracted/KolektorSDD2/train/10905.png,data/extracted/KolektorSDD2/train/10905_GT.png,228,636,44,264,150,293,107,30,1906,0.013144102394350656,1,False,True,True,True,True,True,True,True,True,True
train-10907,train,train,data/extracted/KolektorSDD2/train/10907.png,data/extracted/KolektorSDD2/train/10907_GT.png,226,634,0,432,225,578,226,147,24633,0.17191731107450936,1,True,True,False,False,True,False,False,True,False,False
train-10951,train,train,data/extracted/KolektorSDD2/train/10951.png,data/extracted/KolektorSDD2/train/10951_GT.png,227,636,0,345,68,381,69,37,1731,0.011989859529548666,1,True,True,True,True,True,True,True,True,True,True
train-10952,train,train,data/extracted/KolektorSDD2/train/10952.png,data/extracted/KolektorSDD2/train/10952_GT.png,228,643,0,455,198,586,199,132,14727,0.10045428501268724,1,True,True,True,False,True,True,False,True,True,False
train-11002,train,train,data/extracted/KolektorSDD2/train/11002.png,data/extracted/KolektorSDD2/train/11002_GT.png,227,636,49,303,140,340,92,38,2436,0.01687307788213781,1,False,True,True,True,True,True,True,True,True,True
train-11003,train,validation,data/extracted/KolektorSDD2/train/11003.png,data/extracted/KolektorSDD2/train/11003_GT.png,224,631,0,183,40,301,41,119,3671,0.02597209644555128,1,True,True,True,True,True,True,True,True,True,True
train-11012,train,train,data/extracted/KolektorSDD2/train/11012.png,data/extracted/KolektorSDD2/train/11012_GT.png,224,632,14,574,42,606,29,33,343,0.002422863924050633,1,False,True,True,True,True,True,True,True,True,True
train-11025,train,train,data/extracted/KolektorSDD2/train/11025.png,data/extracted/KolektorSDD2/train/11025_GT.png,231,633,17,162,67,215,51,54,2221,0.015189128933204763,1,False,True,True,True,True,True,True,True,True,True
train-11040,train,train,data/extracted/KolektorSDD2/train/11040.png,data/extracted/KolektorSDD2/train/11040_GT.png,231,633,71,599,104,632,34,34,774,0.005293284914137995,1,True,True,True,True,True,True,True,True,True,True
train-11052,train,train,data/extracted/KolektorSDD2/train/11052.png,data/extracted/KolektorSDD2/train/11052_GT.png,225,628,0,0,54,141,55,142,3271,0.023149327671620666,2,True,True,True,True,True,True,True,True,True,True
train-11061,train,validation,data/extracted/KolektorSDD2/train/11061.png,data/extracted/KolektorSDD2/train/11061_GT.png,229,645,31,379,79,488,49,110,2737,0.018530178396127417,1,False,True,True,True,True,True,True,True,True,True
train-11074,train,train,data/extracted/KolektorSDD2/train/11074.png,data/extracted/KolektorSDD2/train/11074_GT.png,235,644,0,0,33,163,34,164,3868,0.025558345447337122,1,True,True,True,True,True,True,True,True,True,True
train-11088,train,train,data/extracted/KolektorSDD2/train/11088.png,data/extracted/KolektorSDD2/train/11088_GT.png,236,637,0,96,133,249,134,154,7156,0.04760130910251976,1,True,True,True,True,True,True,True,True,True,True
train-11093,train,train,data/extracted/KolektorSDD2/train/11093.png,data/extracted/KolektorSDD2/train/11093_GT.png,236,647,197,185,221,220,25,36,650,0.0042569355303486755,1,False,True,True,True,True,True,True,True,True,True
train-11094,train,train,data/extracted/KolektorSDD2/train/11094.png,data/extracted/KolektorSDD2/train/11094_GT.png,229,637,129,536,179,567,51,32,1117,0.0076573457733782125,1,False,True,True,True,True,True,True,True,True,True
train-11101,train,train,data/extracted/KolektorSDD2/train/11101.png,data/extracted/KolektorSDD2/train/11101_GT.png,229,634,10,0,125,175,116,176,13146,0.09054592040554875,1,True,True,True,True,True,True,True,True,True,True
train-11135,train,validation,data/extracted/KolektorSDD2/train/11135.png,data/extracted/KolektorSDD2/train/11135_GT.png,229,628,0,224,33,314,34,91,1502,0.010444191027174367,1,True,True,True,True,True,True,True,True,True,True
train-11139,train,train,data/extracted/KolektorSDD2/train/11139.png,data/extracted/KolektorSDD2/train/11139_GT.png,228,631,0,184,211,326,212,143,5794,0.04027302805349348,3,True,True,True,False,True,True,False,True,True,False
train-11169,train,train,data/extracted/KolektorSDD2/train/11169.png,data/extracted/KolektorSDD2/train/11169_GT.png,235,647,30,284,51,316,22,33,532,0.0034989641224637442,1,False,True,True,True,True,True,True,True,True,True
train-11178,train,validation,data/extracted/KolektorSDD2/train/11178.png,data/extracted/KolektorSDD2/train/11178_GT.png,233,639,148,483,232,587,85,105,7049,0.047344630491580865,1,True,True,True,True,True,True,True,True,True,True
train-11187,train,train,data/extracted/KolektorSDD2/train/11187.png,data/extracted/KolektorSDD2/train/11187_GT.png,238,639,78,574,110,638,33,65,1249,0.008212674741258006,1,True,True,True,True,True,True,True,True,True,True
train-11190,train,train,data/extracted/KolektorSDD2/train/11190.png,data/extracted/KolektorSDD2/train/11190_GT.png,232,637,31,276,122,335,92,60,3671,0.024840307475775456,1,False,True,True,True,True,True,True,True,True,True
train-11195,train,train,data/extracted/KolektorSDD2/train/11195.png,data/extracted/KolektorSDD2/train/11195_GT.png,235,638,146,0,234,71,89,72,4356,0.02905355832721937,1,True,True,True,True,True,True,True,True,True,True
train-11214,train,train,data/extracted/KolektorSDD2/train/11214.png,data/extracted/KolektorSDD2/train/11214_GT.png,231,637,0,172,230,413,231,242,17701,0.12029467131507948,1,True,True,False,False,True,False,False,True,False,False
train-11228,train,train,data/extracted/KolektorSDD2/train/11228.png,data/extracted/KolektorSDD2/train/11228_GT.png,232,639,0,248,76,350,77,103,6220,0.04195672116993147,1,True,True,True,True,True,True,True,True,True,True
train-11230,train,train,data/extracted/KolektorSDD2/train/11230.png,data/extracted/KolektorSDD2/train/11230_GT.png,234,638,194,260,204,266,11,7,62,0.0004152935187417946,1,False,True,True,True,True,True,True,True,True,True
train-11242,train,train,data/extracted/KolektorSDD2/train/11242.png,data/extracted/KolektorSDD2/train/11242_GT.png,228,647,52,517,153,569,102,53,3718,0.02520404566284335,1,False,True,True,True,True,True,True,True,True,True
